5	tt11852270:8.9	tt11852284:8.0	tt12150982:6.0	tt12150988:6.3	tt12150996:8.9	tt12151008:7.5	tt12151016:7.8	tt12151022:8.2	
1	tt2505270:7.2	tt2542920:6.4	tt2542938:7.1	tt2542980:7.4	tt2625254:7.4	tt2625378:7.5	tt3057162:5.6	
2	tt5940252:9.5	tt6039898:9.3	tt6066202:8.7	tt6085096:8.7	tt6098280:9.6	tt6099046:8.2	tt6099050:8.4	tt6099052:8.9	tt6120428:8.1	
3	tt7401276:7.7	tt7915816:8.6	tt7930200:7.4	tt7930204:8.6	tt7961072:7.5	tt8049764:6.5	tt8080272:8.0	tt8112570:6.4	tt8147082:4.1	
4	tt8893290:8.2	tt8893292:8.6	tt8893294:8.2	tt8893298:8.1	tt8893300:8.6	tt8893302:8.8	tt8893304:7.4	tt8893306:3.7	tt9134090:3.6	tt9134094:3.1	
