1	tt1181686:-	tt6634466:-	
12	tt3961966:-	tt6650412:-	tt6658076:-	tt6664906:-	tt6668610:-	
9	tt3985676:-	tt4462514:-	tt6650404:-	tt6658036:-	tt6664860:-	tt6668590:-	tt6697848:-	tt6697858:-	tt6697866:-	tt6697870:-	tt6697876:-	tt6697884:-	tt6697888:-	tt6697898:-	tt6697902:-	tt6697906:-	tt6697916:-	tt6697922:-	tt6697924:-	
\N	tt4470248:-	tt4470822:-	tt4513294:-	
10	tt4515980:-	tt4516090:-	tt6650406:-	tt6658048:-	tt6664876:-	tt6668596:-	tt6698444:-	tt6698448:-	tt6698452:-	tt6698466:-	tt6698474:-	tt6698482:-	tt6698494:-	tt6698498:-	tt6702010:-	tt6702020:-	tt6702024:-	tt6702028:-	tt6702030:-	tt6702034:-	tt6702040:-	tt6702048:-	tt6702062:-	
11	tt6650408:-	tt6658062:-	tt6658068:-	tt6664888:-	tt6668606:-	tt6702072:-	tt6702078:-	tt6702084:-	tt6718026:-	tt6718040:-	tt6718052:-	tt6718058:-	tt6718072:-	tt6718080:-	tt6718098:-	tt6718108:-	tt6718126:-	
13	tt6650414:-	tt6658084:-	tt6658114:-	tt6664930:-	tt6668618:-	
14	tt6650416:-	tt6658126:-	tt6658134:-	tt6664938:-	tt6668638:-	
15	tt6650422:-	tt6658140:-	tt6658142:-	tt6664940:-	tt6668644:-	
16	tt6650428:-	tt6658144:-	tt6658168:-	tt6665008:-	tt6668650:-	
17	tt6650434:-	tt6658192:-	tt6658202:-	tt6664946:-	tt6668654:-	
18	tt6650440:-	tt6658224:-	tt6658238:-	tt6664958:-	tt6668658:-	
19	tt6650444:-	tt6658256:-	tt6658262:-	tt6664968:-	tt6668664:-	
20	tt6650466:-	tt6658272:-	tt6658276:-	tt6665000:-	tt6668668:-	
2	tt6680336:-	
3	tt6680340:-	
