1	tt0775431:8.3	tt1091289:8.3	tt1091290:7.8	tt1091291:8.2	tt1091292:8.0	tt1091293:8.4	tt1127384:8.1	tt1127385:8.3	tt1127386:8.0	tt1127387:8.4	tt1127389:8.3	tt1127390:8.1	tt1127905:8.1	tt1127906:8.3	tt1127907:8.4	tt1127908:8.6	tt1136041:8.2	tt2176186:6.6	
2	tt1256020:7.8	tt1256021:9.2	tt1256022:8.0	tt1256023:8.1	tt1256024:8.1	tt1256025:8.9	tt1256026:8.2	tt1256027:8.2	tt1256028:8.2	tt1256029:8.2	tt1256030:8.1	tt1256031:8.0	tt1256032:8.6	tt1256033:8.3	tt1256034:8.8	tt1256035:8.0	tt1256036:8.4	tt1256037:8.3	tt1256038:8.7	tt1256039:8.2	tt1256040:8.2	tt1256599:8.3	tt1426233:8.3	
3	tt1487706:8.4	tt1494210:8.2	tt1495238:7.9	tt1523180:7.6	tt1523181:8.1	tt1528188:8.4	tt1535334:7.9	tt1536922:9.0	tt1544819:8.4	tt1558529:8.5	tt1558530:8.3	tt1567073:8.4	tt1570312:8.1	tt1588684:8.5	tt1589887:8.1	tt1592080:8.3	tt1607974:8.5	tt1609410:8.0	tt1609715:8.5	tt1627740:8.6	tt1628617:8.2	tt1648755:8.2	tt1648756:9.1	
4	tt1632224:8.8	tt1632225:7.7	tt1632226:8.7	tt1632227:7.7	tt1632228:8.3	tt1632229:7.9	tt1632230:7.8	tt1632231:8.0	tt1632232:8.0	tt1632233:8.2	tt1632234:8.1	tt1632235:8.4	tt1632236:8.3	tt1632237:8.3	tt1632238:7.9	tt1632239:8.1	tt1632240:8.0	tt1632241:8.1	tt1632242:7.8	tt1632243:8.1	tt1632244:8.1	tt1632245:8.2	tt1632246:8.5	tt1918407:8.6	
5	tt1980710:8.1	tt2033019:8.1	tt2057241:7.8	tt2058495:7.9	tt2063481:8.1	tt2079337:7.6	tt2082016:8.6	tt2092310:7.7	tt2100287:8.2	tt2105978:8.0	tt2119890:7.4	tt2136314:7.7	tt2139151:8.2	tt2181587:8.3	tt2192687:7.8	tt2209665:7.7	tt2220955:7.9	tt2238153:8.3	tt2275201:8.2	tt2275203:8.2	tt2300453:8.6	tt2332311:7.8	tt2372043:8.2	tt2379487:8.6	
6	tt2194640:7.7	tt2378184:8.0	tt2392630:7.7	tt2411550:8.3	tt2411582:8.1	tt2450064:7.9	tt2462410:7.7	tt2502436:8.5	tt2505340:8.3	tt2523744:8.1	tt2559784:7.9	tt2571320:8.5	tt2582488:8.4	tt2633894:8.3	tt2636834:7.9	tt2668846:7.9	tt2697398:7.7	tt2708314:7.8	tt2739286:8.1	tt2784494:8.1	tt2833352:8.0	tt2833366:8.1	tt2852720:8.1	tt2891288:7.8	
7	tt2933998:8.1	tt3111660:7.9	tt3218670:8.8	tt3221722:8.0	tt3229392:7.7	tt3229394:8.5	tt3229396:7.8	tt3303726:7.6	tt3309570:8.9	tt3337724:8.2	tt3337728:7.5	tt3337730:7.6	tt3338358:7.7	tt3453320:8.0	tt3477310:8.3	tt3507240:7.7	tt3517894:7.5	tt3521962:7.5	tt3521964:8.2	tt3554854:8.1	tt3572170:7.6	tt3572176:7.8	tt3572182:7.9	tt3572184:8.1	
8	tt3596130:7.2	tt3807172:7.6	tt3811812:7.1	tt3811814:7.2	tt3811816:7.5	tt3823240:7.2	tt3823242:8.0	tt3823244:7.8	tt3823248:7.5	tt3823250:7.0	tt3823252:7.4	tt3823254:7.3	tt3862708:7.5	tt3862710:8.1	tt3862712:8.1	tt3862714:7.9	tt3862720:7.6	tt3862722:7.4	tt3862724:7.6	tt3862726:7.5	tt3862728:7.1	tt3862732:7.3	tt3862734:7.6	tt3862738:8.0	
9	tt3603346:6.8	tt4938690:7.4	tt4962326:7.7	tt4995126:7.5	tt5027380:7.5	tt5073156:8.0	tt5090816:7.2	tt5117928:8.0	tt5143500:7.9	tt5143508:8.3	tt5143516:9.1	tt5273740:7.5	tt5273742:7.5	tt5295650:7.5	tt5341496:7.5	tt5376678:7.5	tt5436356:7.6	tt5497250:7.5	tt5522908:7.5	tt5562854:7.8	tt5586046:7.5	tt5586050:7.5	tt5597958:7.5	tt5597960:7.4	
10	tt3603372:7.8	tt5825290:7.5	tt5973910:7.4	tt5996928:7.3	tt6062772:8.0	tt6077690:7.5	tt6186420:8.0	tt6189462:8.1	tt6214960:7.5	tt6255718:7.4	tt6255770:7.6	tt6320950:7.3	tt6337212:7.0	tt6414316:7.3	tt6438684:7.3	tt6495864:7.2	tt6527026:7.5	tt6565510:7.2	tt6565514:7.1	tt6565516:7.2	tt6565524:7.3	tt6565530:6.8	tt6706250:7.2	tt6706254:8.6	
11	tt6673774:7.6	tt6674424:7.8	tt6674428:7.3	tt6674430:9.0	tt6674432:7.5	tt6674434:7.2	tt6674448:7.1	tt6674452:6.9	tt6674454:7.3	tt6674456:7.2	tt6674462:7.5	tt6674466:7.3	tt6674468:7.3	tt6674472:7.5	tt6674476:7.1	tt6674480:7.4	tt6674486:7.8	tt6674490:7.2	tt6674492:7.5	tt6674494:7.2	tt6674496:7.4	tt6674498:7.2	tt6674504:7.0	tt6674506:7.3	
12	tt6673778:7.3	tt6674688:7.7	tt6674690:7.1	tt6674692:7.3	tt6674694:6.9	tt6674696:7.4	tt6674698:7.3	tt6674702:7.4	tt6674704:8.3	tt6674706:7.3	tt6674708:7.2	tt6674710:7.5	tt6674712:7.1	tt6674714:7.2	tt6674716:7.5	tt6674718:8.0	tt6674720:7.0	tt6674724:7.2	tt6674726:7.1	tt6674728:7.2	tt6674730:8.0	tt6674732:7.3	tt6674734:9.2	tt6674736:9.6	
