1	tt2318326:-	tt2318346:-	tt2319186:-	
2	tt2319148:-	tt2319190:-	tt2319210:-	
3	tt2319162:-	tt2319166:-	tt2319212:-	
4	tt2319168:-	tt2319206:-	tt2319208:-	tt2319228:-	tt2319234:-	tt2319596:-	
6	tt2347372:-	tt2350758:-	
