1	tt0912254:7.0	tt0912255:7.2	tt0935883:6.5	tt1011962:6.7	tt1047790:7.1	
2	tt1102980:6.9	tt1136522:7.4	tt1158601:7.5	tt1174021:7.7	tt1174022:7.7	tt1214064:7.5	
3	tt1262376:7.5	tt1292629:6.8	tt1317955:6.4	tt1356670:8.2	tt1419221:8.1	tt1443160:8.4	
4	tt1516345:8.6	tt1538720:7.5	tt1588675:8.0	tt1588676:8.0	tt1634443:8.1	tt1728064:8.3	
5	tt1728065:8.8	tt1995921:7.9	tt1995922:8.3	tt1995923:8.1	tt1995924:8.0	tt1995925:8.3	
6	tt2065576:8.5	tt4464948:8.0	tt4464998:7.5	tt4465008:7.8	tt5289498:-	tt6647118:-	
10	tt5289504:-	tt5289508:-	tt6647132:-	
7	tt6647120:-	tt6647122:-	tt6647324:-	tt6647328:-	tt6647332:-	tt6647336:-	
8	tt6647126:-	tt6647170:-	tt6647340:-	tt6647352:-	tt6647490:-	tt6647662:-	
9	tt6647130:-	tt6647160:-	tt6647164:-	tt6647166:-	tt6647670:-	
