\N	tt14023096:-	tt14023102:-	tt14023104:-	tt14030704:-	tt14116070:-	
1	tt14264868:-	tt14264958:-	tt14264988:-	tt14265032:-	tt14265052:-	tt14265080:-	tt14265102:-	tt14265118:-	tt14265186:-	tt14265214:-	tt14265276:-	tt14265334:-	tt14265366:-	tt14265396:-	tt14265424:-	
2	tt14265436:-	tt14265454:-	tt14270072:-	tt14270138:-	tt14270192:-	
