1	tt0644136:6.5	tt0644137:6.4	tt0644148:7.2	tt0644156:5.9	tt0644158:7.7	tt0644159:6.5	tt0644163:7.2	tt0644164:6.9	tt0644171:6.8	tt0644173:7.7	tt0644175:7.2	tt0644178:6.9	tt0644183:7.5	tt0644186:7.4	tt0644187:7.7	tt0644191:6.7	tt0644192:6.9	tt0644194:6.5	tt0644195:6.9	tt0644197:6.2	tt0644201:7.2	tt0644202:7.1	tt0644203:7.4	
3	tt0644138:7.3	tt0644139:7.6	tt0644141:7.9	tt0644143:8.1	tt0644146:6.6	tt0644149:7.9	tt0644151:7.7	tt0644152:8.0	tt0644153:8.0	tt0644154:7.3	tt0644155:7.4	tt0644157:7.9	tt0644165:7.5	tt0644169:7.6	tt0644172:7.2	tt0644174:8.0	tt0644177:7.8	tt0644184:7.1	tt0644185:7.9	tt0644189:7.8	tt0644198:7.6	tt0644200:7.4	
2	tt0644140:7.4	tt0644142:6.5	tt0644144:6.8	tt0644145:7.1	tt0644147:6.8	tt0644150:6.3	tt0644160:7.1	tt0644162:7.6	tt0644166:7.2	tt0644167:5.7	tt0644168:6.3	tt0644170:7.1	tt0644176:7.9	tt0644179:7.6	tt0644180:7.9	tt0644181:6.3	tt0644182:6.3	tt0644188:7.0	tt0644190:7.3	tt0644193:7.5	tt0644196:7.6	tt0644199:6.5	
