1	tt7955444:8.3	tt7955448:-	tt7955450:-	tt7955452:-	tt7955456:-	tt7955458:-	tt7955460:-	tt7955466:-	tt7955468:-	tt7955472:-	tt7955478:-	
2	tt7955572:-	tt7955576:-	tt7955578:-	tt7955582:-	tt7955584:-	tt7955588:-	tt7955590:-	tt7955598:-	tt7955602:-	tt7955604:-	tt7955608:-	
