1	tt2363142:6.8	tt2368802:6.7	tt2385796:7.2	tt2387708:6.7	tt2400842:6.9	tt2414430:6.8	
2	tt3212448:7.5	tt3232554:7.2	tt3248300:7.7	tt3262454:7.3	tt3284326:7.2	tt3296228:6.8	tt3396620:6.8	
3	tt4136672:6.5	tt4153320:6.9	tt4190430:7.2	tt4205188:7.0	tt4223918:6.7	tt4240892:6.5	tt4266978:6.8	
4	tt5130326:6.8	tt5154292:6.4	tt5185856:6.9	tt5187348:6.7	tt5194290:7.0	tt5200388:6.9	tt5230854:6.9	
5	tt5354740:6.5	tt6200748:7.4	tt6200750:7.4	tt6200754:7.2	tt6200758:6.8	tt6200772:6.9	tt6200776:7.8	
