1	tt14267252:-	tt14267356:-	tt14267508:-	tt14267792:-	tt14267902:-	tt14270406:-	tt14270446:-	tt14270466:-	tt14270508:-	tt14270570:-	tt14270622:-	
2	tt14273924:-	tt14274158:-	tt14296768:-	tt14296804:-	tt14296826:-	tt14296834:-	tt14300810:-	tt14300832:-	tt14312476:-	tt14312930:-	tt14313146:-	
3	tt14313482:-	tt14344768:-	tt14344776:-	tt14344788:-	
