4	tt1238318:-	tt1238857:-	tt1238858:-	tt1238859:-	tt1238860:-	tt1238861:-	tt1238862:-	tt1238863:-	tt1238864:-	tt1238865:-	tt1238866:-	tt1238867:-	tt1238868:-	tt1238869:-	tt1238870:-	tt1238871:-	tt1238872:-	tt1238873:-	tt1238874:-	tt1238875:-	tt1238876:-	tt1238877:-	tt1238878:-	tt6285078:-	tt6285080:-	tt6285082:-	
5	tt1509642:-	tt1509643:-	tt1509644:-	tt1509645:-	tt3211760:-	tt3241926:-	tt3259602:-	tt3278214:-	tt3341228:-	tt3420488:-	tt3431974:-	tt3653420:-	tt3711962:-	tt6257086:-	tt6257088:-	tt6257106:-	tt6257110:-	tt6257114:-	tt6257118:-	tt6257132:-	tt6257134:-	tt6257136:-	tt6257140:-	tt6257144:-	tt6257146:-	tt6257150:-	
7	tt1731779:-	tt1734209:-	tt1738412:-	tt1746665:-	tt1746666:-	tt1748492:-	tt1755025:-	tt1761058:-	tt1770870:-	tt1808724:-	tt1814973:-	tt1820778:-	tt1826103:-	tt1831865:-	tt1872253:-	tt1884523:-	tt1884524:-	tt1892031:-	tt1910700:-	tt1961850:-	tt1978621:-	tt1984329:-	tt2387946:-	tt5185696:-	tt6395164:-	tt6395174:-	
6	tt1748491:-	tt1748493:-	tt1748494:-	tt1748495:-	tt1763376:-	tt1763377:-	tt1764806:-	tt1764807:-	tt1764808:-	tt1901300:-	tt1901301:-	tt1901302:-	tt1901303:-	tt1901304:-	tt1907863:-	tt1911705:-	tt1921253:-	tt1929501:-	tt1965336:-	tt1979422:-	tt6163352:-	tt6163362:-	tt6163366:-	tt6163370:-	tt6163374:-	tt6163380:-	
11	tt1803234:-	tt2363352:-	tt2375748:-	tt3146642:-	tt3162512:-	tt3985664:-	tt4006328:-	tt4043046:-	tt4076002:-	tt4096056:-	tt4171734:-	tt4374134:-	tt4396428:-	tt4421520:-	tt4440388:-	tt4548472:-	tt4780944:-	tt5737768:-	tt5737770:-	tt5737778:-	tt5737824:-	tt5737830:-	tt5737832:-	tt5737834:-	tt5737864:-	tt5737866:-	
2	tt1972869:-	tt2203966:-	tt2246272:-	tt2375943:-	tt2509570:-	tt6022738:-	tt6022742:-	tt6022744:-	tt6022748:-	tt6022752:-	tt6022852:-	tt6022854:-	tt6022864:-	tt6022870:-	tt6022874:-	tt6022878:-	tt6022882:-	tt6022886:-	tt6022888:-	tt6022914:-	tt6022918:-	tt6022922:-	tt6022924:-	tt6022926:-	tt6022930:-	tt6022934:-	
3	tt2007566:-	tt2007567:-	tt2008732:-	tt2008733:-	tt2014481:-	tt2022654:-	tt2033526:-	tt2033527:-	tt2039437:-	tt2039438:-	tt2059454:-	tt2059455:-	tt2061907:-	tt6263930:-	tt6263934:-	tt6263944:-	tt6263974:-	tt6264188:-	tt6264192:-	tt6264200:-	tt6264208:-	tt6264210:-	tt6266620:-	tt6266622:-	tt6266630:-	tt6395186:-	
8	tt2085020:-	tt2099009:-	tt2111620:-	tt2122545:-	tt2176173:-	tt2224663:-	tt2245156:-	tt2340019:-	tt2516546:-	tt2516550:-	tt2516552:-	tt2516556:-	tt2516560:-	tt2516602:-	tt2516614:-	tt2516616:-	tt2516618:-	tt2516620:-	tt2516646:-	tt2516650:-	tt2516656:-	tt2523246:-	tt2523248:-	tt2523250:-	tt2523254:-	tt2523258:-	
1	tt2230716:-	tt2243668:-	tt2309966:-	tt2332824:-	tt2381431:-	tt2552044:-	tt2565838:-	tt2578176:-	tt2616206:-	tt6055352:-	tt6387912:-	tt6387914:-	tt6387920:-	tt6387922:-	tt6387966:-	tt6387978:-	tt6387982:-	tt6387990:-	tt6387996:-	tt6387998:-	tt6388002:-	tt6388006:-	tt6388008:-	tt6388010:-	tt6388012:-	tt6388014:-	
9	tt2460230:-	tt2487582:-	tt2516418:-	tt2516420:-	tt2516422:-	tt2516428:-	tt2516430:-	tt2516432:-	tt2516442:-	tt2516476:-	tt2516484:-	tt2516486:-	tt2516492:-	tt2516494:-	tt2516510:-	tt2516524:-	tt2516528:-	tt2523272:-	tt2523276:-	tt2523282:-	tt2523296:-	tt2523300:-	tt2523304:-	tt2523306:-	tt2523314:-	tt2523320:-	
10	tt3177998:-	tt3211758:-	tt3245338:-	tt3280344:-	tt3296468:-	tt3449796:-	tt3497898:-	tt3512364:-	tt3622466:-	tt3684528:-	tt3698812:-	tt3714238:-	tt3841516:-	tt6306108:-	tt6306114:-	tt6306126:-	tt6306128:-	tt6306130:-	tt6306134:-	tt6306210:-	tt6306214:-	tt6306220:-	tt6306224:-	tt6306228:-	tt6306232:-	tt6306234:-	
