1	tt2122669:-	tt2122670:-	tt2122671:-	tt2122672:-	tt2122673:-	tt2122674:-	tt2122675:-	tt2122676:-	tt2122677:-	tt2122678:-	tt2122679:-	tt2206301:-	
3	tt2768392:-	tt2787886:-	tt2796330:-	tt2951960:-	tt3011094:-	tt3011096:-	tt3011098:-	tt3011102:-	tt3176766:-	tt3176774:-	tt3975360:-	tt3975362:-	tt3975366:-	
\N	tt3011100:-	tt3182772:-	
2	tt3841902:-	tt3841904:-	tt3841908:-	tt3841910:-	tt3841916:-	tt3841918:-	tt3841920:-	tt3841922:-	tt3841924:-	tt3841930:-	tt3841934:-	tt3841936:-	tt3841944:-	
4	tt3841956:-	tt3841960:-	tt3841968:-	tt3841970:-	tt3841972:-	tt3841976:-	tt3841978:-	tt3841980:-	tt3841982:-	tt3841984:-	tt3841988:-	tt3841992:-	tt3841994:-	
5	tt3842164:-	tt3842166:-	tt3842170:-	tt3842172:-	tt3842174:-	tt3842184:-	tt3842188:-	tt3842190:-	tt3842198:-	tt3842204:-	tt3842208:-	tt3842210:-	tt3842218:-	
6	tt3842220:-	tt3842222:-	tt3842224:-	tt3842226:-	tt3842228:-	tt3842232:-	tt3842246:-	tt3842248:-	tt3842250:-	tt3842258:-	tt3842260:-	tt3842262:-	tt3842264:-	
