35	tt10656432:-	tt10656436:-	tt10656438:-	tt10656440:-	tt10656442:-	tt11318884:-	tt11318888:-	tt11318892:-	tt11318894:-	tt11318900:-	tt11318902:-	tt11318904:-	tt11318908:-	tt11318912:-	tt11318916:-	tt11318920:-	tt11318922:-	tt11318928:-	
\N	tt13302150:-	tt13469796:-	tt13598744:-	tt7809542:-	tt7880306:-	tt7880312:-	tt7880318:-	tt7880320:-	tt7880326:-	tt7880328:-	tt7880332:-	tt7880340:-	tt7880342:-	tt7880344:-	tt7880348:-	tt7880350:-	tt7880354:-	tt7880360:-	tt7880362:-	
27	tt2065590:-	tt5096872:-	tt5116754:-	tt5116764:-	tt5116768:-	tt7737030:-	
9	tt2263915:-	
29	tt5096876:-	tt5097540:-	tt5097558:-	tt5098162:-	tt5116796:-	tt5116800:-	tt5116812:-	tt7721618:-	
26	tt5096890:-	tt5116732:-	tt5116744:-	tt7721606:-	
28	tt5097744:-	tt5116776:-	tt5116788:-	tt7721608:-	
31	tt5155076:-	tt5302842:-	tt7721634:-	
32	tt6051178:-	tt6051182:-	tt6051186:-	tt6051190:-	tt6188702:-	tt6188704:-	tt6188708:-	tt6188716:-	tt6475096:-	tt6475098:-	
33	tt6708784:-	tt7135338:-	tt7135340:-	tt7135342:-	tt7178198:-	tt7178200:-	tt7323068:-	tt7323072:-	tt7323078:-	tt7323080:-	tt7323082:-	tt7323086:-	tt7323088:-	tt7323090:-	tt7428392:-	tt7428394:-	tt7428402:-	tt7428404:-	tt7428410:-	tt7727768:-	tt7727770:-	tt7727774:-	tt7727778:-	tt7727782:-	tt7727786:-	
1	tt7709396:-	tt7764958:-	tt7764964:-	tt7764970:-	tt7765008:-	tt7765016:-	tt7765022:-	tt7765032:-	tt7765044:-	tt7765046:-	tt7765054:-	tt7765058:-	tt7765064:-	tt7765068:-	tt7765078:-	tt7765084:-	tt7765086:-	tt7765092:-	tt7765096:-	tt7765102:-	
2	tt7721410:-	tt7787272:-	tt7792986:-	tt7798414:-	tt7802366:-	tt7806678:-	tt7812956:-	tt7837790:-	tt7837796:-	tt7837800:-	tt7837810:-	tt7837816:-	tt7837822:-	tt7837826:-	tt7837838:-	tt7837842:-	tt7837850:-	tt7837852:-	tt7837854:-	tt7837872:-	
3	tt7721416:-	tt7880296:-	tt7880298:-	tt7880304:-	
4	tt7721424:-	
5	tt7721462:-	
6	tt7721466:-	
7	tt7721474:-	
8	tt7721486:-	
10	tt7721494:-	
11	tt7721496:-	
12	tt7721502:-	
13	tt7721504:-	
14	tt7721514:-	
15	tt7721540:-	
16	tt7721546:-	
17	tt7721554:-	tt7750116:-	
18	tt7721560:-	
19	tt7721568:-	tt7782072:-	
20	tt7721572:-	
21	tt7721582:-	
22	tt7721584:-	
23	tt7721590:-	
24	tt7721592:-	
25	tt7721600:-	
30	tt7721628:-	
34	tt8850512:-	tt8850514:-	tt8850518:-	tt8850520:-	tt8850524:-	tt8850528:-	tt8850532:-	tt8850534:-	tt8850536:-	tt9713128:-	
