1	tt10321572:8.0	tt11287514:7.7	tt12031912:8.3	tt12031918:7.6	tt12031926:8.0	tt13069562:8.0	tt13072726:-	tt13072732:6.8	tt13072748:-	tt13072802:-	tt13072818:8.2	tt13072844:7.5	tt13072854:7.5	tt13072868:8.3	tt13072880:7.6	tt13072882:8.2	tt8235084:8.4	
2	tt11287560:8.2	tt11287574:7.6	tt11287716:8.1	tt11287728:7.3	tt11287732:7.9	tt11287752:8.0	tt13105222:8.5	tt13105240:7.6	tt13105268:8.0	tt7784166:8.2	tt7912332:7.8	
5	tt13069398:7.1	tt13069438:7.5	tt13069456:7.9	tt13069460:7.9	tt13069510:6.9	tt13069518:7.0	tt13069524:8.3	tt13069532:8.4	tt13072694:6.8	tt13072696:7.0	
3	tt13105008:-	tt13105022:-	tt13105038:-	tt13105052:-	tt13105082:-	tt13105106:-	tt13105126:7.8	tt13105146:7.5	tt13105166:-	tt13105184:-	
4	tt13115714:7.8	tt13115720:7.8	tt13116564:-	tt13116568:-	tt13116578:8.4	tt13116616:8.4	tt13116648:8.0	tt13116670:-	tt13116696:8.0	tt13116704:8.3	
6	tt14225822:7.6	tt14225840:8.4	tt14225886:-	tt14225918:-	tt14225946:7.5	tt14226186:7.7	tt14226208:7.0	tt14226240:7.8	tt14226252:-	
