1	tt0502768:-	tt0789793:-	tt0864368:-	tt0864371:-	tt0864372:-	tt0864375:-	tt0864376:-	tt0864378:-	tt0864381:-	tt0864382:-	tt0864383:-	tt0864387:-	tt0864389:-	
2	tt0864367:7.0	tt0864369:-	tt0864370:-	tt0864373:-	tt0864374:6.4	tt0864377:-	tt0864379:7.6	tt0864380:8.0	tt0864384:-	tt0864385:-	tt0864386:7.6	tt0864388:-	tt0864390:-	tt0876165:-	
3	tt0915759:-	tt1084975:-	tt1084976:-	tt1084977:-	tt1089036:-	tt1098234:-	tt1098235:-	tt1104841:-	tt1104842:-	tt1104843:-	tt1113751:-	tt1113752:-	tt1142589:-	tt1155346:-	
