19	tt10261724:-	tt12245220:-	tt12245226:-	tt12245234:-	tt12245246:-	tt12245252:-	tt12245264:-	tt12245272:-	tt12245290:-	tt12245308:-	tt12245316:-	tt12245318:-	tt12245324:-	
20	tt12244736:-	tt12244740:-	tt12244750:-	tt12244762:-	tt12244768:-	tt12244790:-	tt12244814:-	tt12244876:-	tt12244884:-	tt12244898:-	
1	tt1323117:-	tt1323118:-	tt1323119:-	tt1323120:-	tt1323121:-	tt1323122:-	tt1323123:-	tt1323124:-	tt1323125:-	tt1323126:-	tt1323127:-	tt1323128:-	tt1323129:-	tt1323982:-	tt1324262:-	tt1324263:-	tt1324265:-	tt1324267:-	tt1324268:-	tt1324269:-	tt1324271:-	tt1324272:-	tt1324273:-	tt1324274:-	tt1324276:-	tt1324277:-	tt1324278:-	tt1324279:-	tt1350957:-	tt1350958:-	tt1350959:-	tt1350960:-	tt1351346:-	tt1351347:-	tt1351348:-	tt1351349:-	tt1351350:-	tt1352020:-	tt1352021:-	tt1352022:-	tt1352023:-	tt1352024:-	tt1352025:-	
2	tt1324264:-	tt1324266:-	tt1324270:-	tt1324275:-	tt1393109:-	tt1393110:-	tt1393111:-	tt1393112:-	tt1393113:-	tt1393114:-	tt1393116:-	tt1393117:-	tt1393118:-	tt1393119:-	tt1393120:-	tt1393121:-	tt1393123:-	tt1393125:-	tt1393128:-	tt1393130:-	tt1393133:-	tt1393135:-	tt1393136:-	tt1393138:-	tt1393140:-	tt1393142:-	
3	tt1393115:-	tt1393122:-	tt1393124:-	tt1393126:-	tt1393127:-	tt1393129:-	tt1393131:-	tt1393132:-	tt1393134:-	tt1393137:-	tt1393139:-	tt1393141:-	tt1393892:-	
12	tt2477704:-	tt3129424:-	tt3773760:-	tt3773776:-	tt3773796:-	tt3773800:-	tt3774238:-	tt3774240:-	tt3774242:-	tt3774246:-	tt3774248:-	tt3774252:-	tt3774254:-	
14	tt2852526:-	tt2852528:-	tt2852536:-	tt2852546:-	tt2852548:-	tt2852552:-	tt2852556:-	tt2852558:-	tt2852562:-	tt2852566:-	tt3741906:-	tt3773514:-	tt3773516:-	
15	tt3717204:-	tt3773534:-	tt3773538:-	tt3773542:-	tt3773548:-	tt3773550:-	tt3773554:-	tt3773604:-	tt3773638:-	tt3773642:-	tt3773646:-	tt3773652:-	tt3773654:-	
4	tt3742328:-	tt3742332:-	tt3742336:-	tt3742338:-	tt3742340:-	tt3742342:-	tt3743790:-	tt3743792:-	tt3743796:-	tt3743802:-	tt3743804:-	tt3743810:-	tt3743812:-	
5	tt3743828:-	tt3743958:-	tt3745784:-	tt3745804:-	tt3745808:-	tt3745878:-	tt3745894:-	tt3759324:-	tt3759326:-	tt3759328:-	tt3759330:-	tt3759332:-	tt3759336:-	
6	tt3760742:-	tt3760746:-	tt3760750:-	tt3760760:-	tt3761256:-	tt3761268:-	tt3761304:-	tt3761306:-	tt3761308:-	tt3761312:-	tt3761320:-	tt3762902:-	tt3762906:-	
7	tt3773398:-	tt3773410:-	tt3773414:-	tt3773416:-	tt3773418:-	tt3773422:-	tt3773424:-	tt3773428:-	tt3773436:-	tt3773438:-	tt3773440:-	tt3773442:-	tt3773444:-	
11	tt3776922:-	tt3776924:-	tt3776926:-	tt3776934:-	tt3776936:-	tt3776940:-	tt3776942:-	tt3776948:-	tt3776952:-	tt3776954:-	tt3776956:-	tt3776958:-	tt3776960:-	
13	tt3776962:-	tt3776966:-	tt3776968:-	tt3776972:-	tt3776974:-	tt3776980:-	tt3776984:-	tt3776986:-	tt3776988:-	tt3776990:-	tt3776992:-	tt3776994:-	tt3776998:-	
16	tt4809444:-	tt4809460:-	tt4809464:-	tt4809466:-	tt4809468:-	tt4809472:-	tt4809516:-	tt4809518:-	tt4809522:-	tt4809528:-	tt4809532:-	tt4809538:-	tt4809540:-	
17	tt4809542:-	tt4809544:-	tt4809548:-	tt4809552:-	tt4809556:-	tt4809558:-	tt4809560:-	tt4809564:-	tt4809566:-	tt4809576:-	tt4809578:-	tt4809580:-	tt5092650:-	
18	tt4809584:-	tt4809586:-	tt4809588:-	tt4809592:-	tt4809596:-	tt4809600:-	tt4809602:-	tt4809608:-	tt4809652:-	tt4809654:-	tt4809656:-	tt4809662:-	tt4809670:-	
