2	tt0707121:-	tt14526568:-	tt14526582:-	tt14526636:-	tt14526670:-	tt14526684:-	tt14526704:-	tt14526728:-	
4	tt0707122:-	tt14526970:-	tt14527026:-	tt14527040:-	tt14527058:-	tt14527092:-	tt14527126:-	
1	tt14526334:-	tt14526374:-	tt14526384:-	tt14526426:-	tt14526462:-	tt14526472:-	tt14526514:-	
3	tt14526742:-	tt14526748:-	tt14526760:-	tt14526796:-	tt14526824:-	tt14526850:-	tt14526900:-	
