7	tt0518809:7.7	tt0518811:7.4	tt0518816:6.3	tt0518819:7.4	tt0518823:7.6	tt0518831:7.6	tt0518832:7.3	tt0518838:7.8	tt0518850:7.5	tt0518854:7.8	tt0518862:7.9	tt0518863:8.0	tt0518868:6.8	tt0518881:6.8	tt0518891:7.8	tt0518892:7.6	tt0518898:7.2	tt0518922:6.9	tt0518925:7.5	tt0518926:7.6	tt0518944:8.2	tt0518958:7.3	tt0518962:7.3	tt0518966:7.6	tt0518981:6.9	
8	tt0518810:7.6	tt0518837:6.5	tt0518847:6.9	tt0518852:5.5	tt0518856:7.8	tt0518865:7.9	tt0518874:6.7	tt0518880:7.6	tt0518882:7.5	tt0518887:7.7	tt0518889:7.3	tt0518890:7.9	tt0518896:7.1	tt0518899:8.2	tt0518900:8.2	tt0518912:7.4	tt0518913:6.7	tt0518948:7.2	tt0518951:5.4	tt0518953:7.2	tt0518964:7.1	tt0518969:7.3	
3	tt0518812:8.3	tt0518827:7.7	tt0518828:7.9	tt0518834:7.6	tt0518836:8.0	tt0518840:8.1	tt0518841:7.8	tt0518845:8.2	tt0518855:8.3	tt0518858:7.5	tt0518866:7.8	tt0518875:8.2	tt0518886:7.3	tt0518888:7.7	tt0518894:8.2	tt0518897:8.4	tt0518901:8.1	tt0518903:7.3	tt0518933:8.2	tt0518937:8.0	tt0518954:8.4	tt0518973:8.1	tt0518976:7.8	tt0518983:7.4	
2	tt0518813:7.4	tt0518824:7.0	tt0518829:8.0	tt0518842:8.5	tt0518853:7.3	tt0518857:8.2	tt0518864:8.3	tt0518867:8.2	tt0518876:7.3	tt0518878:8.4	tt0518885:8.3	tt0518907:7.9	tt0518908:6.9	tt0518914:8.1	tt0518923:8.1	tt0518930:7.5	tt0518936:7.5	tt0518940:8.0	tt0518941:7.7	tt0518952:7.5	tt0518963:7.7	tt0518977:7.7	tt0518980:8.5	tt0518985:8.3	
1	tt0518814:7.8	tt0518893:8.2	tt0518895:7.9	tt0518902:7.5	tt0518910:8.0	tt0518915:7.9	tt0518919:8.0	tt0518924:7.7	tt0518956:7.5	tt0518960:7.9	tt0518974:8.1	tt0518975:8.2	tt0518978:7.8	
6	tt0518815:7.5	tt0518830:7.6	tt0518843:8.2	tt0518848:7.2	tt0518851:7.3	tt0518870:8.7	tt0518871:8.6	tt0518879:6.1	tt0518905:7.6	tt0518906:6.9	tt0518916:7.8	tt0518927:7.9	tt0518932:7.5	tt0518934:6.7	tt0518935:7.8	tt0518943:8.1	tt0518959:6.9	tt0518967:7.1	tt0518968:7.8	tt0518971:7.3	tt0518979:7.0	tt0518986:7.4	
5	tt0518817:6.9	tt0518820:7.1	tt0518821:8.1	tt0518826:7.6	tt0518833:7.3	tt0518835:7.7	tt0518846:7.7	tt0518860:7.1	tt0518861:7.4	tt0518872:8.1	tt0518877:7.4	tt0518909:7.6	tt0518911:7.4	tt0518920:7.7	tt0518921:7.2	tt0518928:7.6	tt0518931:7.4	tt0518938:6.8	tt0518942:7.3	tt0518946:7.6	tt0518949:7.9	tt0518950:7.8	tt0518957:7.9	tt0518982:7.8	
4	tt0518818:8.1	tt0518822:8.2	tt0518825:8.2	tt0518839:7.7	tt0518844:7.8	tt0518849:7.8	tt0518859:7.9	tt0518869:8.1	tt0518873:8.0	tt0518883:6.7	tt0518884:8.4	tt0518904:7.1	tt0518917:6.4	tt0518918:7.5	tt0518929:7.3	tt0518939:8.0	tt0518945:7.3	tt0518947:8.0	tt0518955:7.8	tt0518961:8.0	tt0518965:8.4	tt0518970:7.7	tt0518972:7.2	tt0518984:7.3	
