1	tt3879198:7.5	tt4428454:7.6	tt4460338:7.9	tt4460340:8.0	tt4519520:8.1	tt4526980:8.0	tt4548878:8.1	tt4575932:8.1	tt4591028:8.1	tt4625014:9.0	tt4658284:8.1	
2	tt5194896:8.3	tt5194902:8.3	tt5242074:8.0	tt5244226:8.2	tt5247066:8.2	tt5249220:8.0	tt5358508:8.2	tt5424834:8.8	tt5431418:8.3	tt5434608:8.6	
3	tt6139754:8.2	tt6559058:7.7	tt6559064:7.9	tt6559068:8.0	tt6612198:7.9	tt6733672:7.5	tt6901208:8.5	tt6920962:8.1	tt7069090:8.0	tt7198982:8.5	
