1	tt7948846:-	
2	tt7948862:-	
3	tt7948888:-	
4	tt7949692:-	
5	tt7958436:-	
6	tt7958456:-	
7	tt7958476:-	
8	tt7958482:-	
9	tt7958486:-	tt8211920:-	tt8211926:-	tt8211930:-	
10	tt7958494:-	tt7958678:-	tt7958686:-	tt7958692:-	tt7958696:-	tt7958700:-	tt7958704:-	tt7958710:-	tt7958722:-	tt7958726:-	tt7958730:-	tt7958732:-	tt7958748:-	tt7958758:-	tt7958766:-	tt7958774:-	tt7958778:-	tt7958784:-	tt7958790:-	tt7958792:-	tt7958798:-	tt7958802:-	tt7958810:-	tt7958812:-	tt8009656:-	tt8009658:-	tt8009662:-	tt8009666:-	tt8009670:-	tt8009672:-	tt8009674:-	tt8009676:-	tt8009678:-	tt8009684:-	tt8009690:-	tt8045402:-	tt8045406:-	tt8045408:-	tt8045410:-	tt8045416:-	tt8123296:-	tt8178826:-	tt8178862:-	tt8178880:-	tt8178884:-	tt8178888:-	tt8178892:-	tt8178898:-	tt8178906:-	tt8178910:-	tt8178914:-	tt8336884:-	tt8336888:-	tt8337138:-	tt8337140:-	
