10	tt1126569:-	tt1130230:-	tt1134251:-	tt1137613:-	tt1141445:-	tt1144656:-	tt1147880:-	tt1151602:-	tt1154180:-	tt1159066:-	tt1163532:-	tt1169484:-	tt1169485:-	tt1172345:-	tt1175574:-	tt1178837:-	tt1182723:-	tt1185768:-	tt1189651:-	tt1192737:-	tt1196851:-	tt1200917:-	tt1201354:-	tt1205386:-	tt1208957:-	tt1212937:-	tt1215634:-	tt1219501:-	tt1222759:-	tt1226074:-	tt1229548:-	tt1231686:-	tt1235282:-	tt1238191:-	tt1241885:-	tt1246660:-	tt1248190:-	tt1251438:-	tt1255273:-	tt1259379:-	tt1262285:-	tt1265800:-	tt1269193:-	tt1273708:-	tt1276616:-	tt1284258:-	tt1287124:-	tt1292595:-	tt1293947:-	tt1297071:-	tt1300975:-	tt1300976:-	tt1307627:-	
22	tt11586758:-	tt11586788:-	tt11586858:7.3	tt11616834:-	tt11670870:-	tt11773466:6.2	tt11853648:-	tt11853652:-	tt11853654:-	tt11898976:-	tt11969330:-	tt11969362:-	tt12038642:-	tt12071826:6.8	tt12075586:-	tt12484898:-	tt12532180:5.5	tt12578232:-	tt12622924:-	tt12680290:-	tt12716368:-	tt12758992:-	tt12794406:-	tt12830942:-	tt12874978:7.2	tt13438082:-	tt13475826:6.4	tt13475830:-	tt13475838:-	tt13609870:-	tt13652320:-	tt13772000:-	tt13772148:-	tt13801732:-	tt13841580:-	tt13906526:-	tt13939512:-	tt13978738:-	tt14032426:-	tt14077176:-	tt14140040:-	tt14170554:-	
11	tt1311387:-	tt1315490:-	tt1319298:-	tt1322041:-	tt1325969:-	tt1330394:-	tt1332822:-	tt1335166:-	tt1340490:-	tt1347462:-	tt1350104:-	tt1350987:-	tt1354959:-	tt1359750:-	tt1364637:-	tt1369198:-	tt1374333:-	tt1380452:-	tt1385713:-	tt1390008:-	tt1393956:-	tt1400095:-	tt1403896:-	tt1408200:-	tt1412086:-	tt1417142:-	tt1420830:-	tt1426564:-	tt1427391:-	tt1436148:-	tt1440513:-	tt1443981:7.3	tt1448173:-	tt1452681:-	tt1456721:-	tt1461325:-	tt1464989:-	tt1469024:-	tt1472700:-	tt1477357:-	tt1481464:-	tt1485337:-	tt1489392:-	tt1493438:-	tt1498662:-	tt1499387:-	tt1499388:-	tt1510418:-	tt1515114:-	tt1519733:-	tt1523743:-	tt1528140:-	
12	tt1528138:-	tt1528139:-	tt1532676:-	tt1539392:-	tt1540228:-	tt1545354:-	tt1550405:-	tt1554675:-	tt1559701:-	tt1562522:-	tt1562665:-	tt1562666:-	tt1562667:-	tt1562668:-	tt1562669:-	tt1578369:-	tt1591821:-	tt1594724:-	tt1599030:-	tt1599031:-	tt1603617:-	tt1610114:-	tt1610115:-	tt1614667:-	tt1618616:-	tt1622187:-	tt1626689:-	tt1631570:-	tt1631571:-	tt1631996:-	tt1631997:-	tt1631998:-	tt1652142:-	tt1653764:-	tt1653765:-	tt1661125:-	tt1664260:-	tt1667173:-	tt1673890:-	tt1676466:-	tt1683149:-	tt1688535:-	tt1691594:-	tt1696966:-	tt1700955:-	tt1706105:-	tt1708673:-	tt1708674:-	tt1717322:-	tt1717323:-	tt1725301:-	tt1729868:-	tt1729869:-	tt1730918:-	tt1735596:-	
13	tt1740212:-	tt1742461:-	tt1749942:-	tt1755342:-	tt1769840:-	tt1771338:-	tt1777176:-	tt1783946:-	tt1783947:-	tt1790194:-	tt1790195:9.4	tt1790196:-	tt1791005:-	tt1791006:-	tt1791007:-	tt1791008:-	tt1832664:-	tt1833159:-	tt1837885:-	tt1844345:-	tt1848016:-	tt1854462:-	tt1860675:-	tt1860676:-	tt1866493:-	tt1872331:-	tt1875364:-	tt1893854:-	tt1893855:-	tt1909498:-	tt1926574:-	tt1934666:-	tt1941791:-	tt1946938:-	tt1957179:-	tt1957180:-	tt1957181:-	tt1957182:-	tt1958706:-	tt1958707:-	tt1958708:-	tt1958709:-	tt1958710:-	tt1958711:-	tt1958712:-	tt1958713:-	tt1958714:-	tt1962791:-	tt1994751:-	tt1994752:-	tt2065342:-	tt2072516:-	
14	tt2077232:-	tt2084379:-	tt2090084:-	tt2094399:-	tt2100954:-	tt2107090:-	tt2111739:-	tt2111740:-	tt2114774:-	tt2116168:-	tt2116169:-	tt2135104:-	tt2148161:-	tt2167804:-	tt2172371:-	tt2179593:-	tt2179595:-	tt2179597:-	tt2189272:-	tt2191686:-	tt2207528:-	tt2216739:-	tt2232347:-	tt2239884:-	tt2250964:-	tt2252665:-	tt2262800:-	tt2267273:-	tt2276495:-	tt2289286:-	tt2293685:-	tt2293687:-	tt2293689:-	tt2297066:-	tt2319476:-	tt2325922:-	tt2331759:-	tt2342765:-	tt2345070:-	tt2351926:-	tt2352407:-	tt2352409:-	tt2352411:-	tt2365217:7.8	tt2368932:-	tt2370433:-	tt2378456:-	tt2382421:-	tt2387941:-	tt2389684:-	tt2404832:-	tt2428328:-	
15	tt2433312:-	tt2437364:-	tt2465484:-	tt2477404:-	tt2484552:-	tt2484562:-	tt2516972:-	tt2532558:-	tt2545218:-	tt2564132:-	tt2585554:-	tt2585852:-	tt2602092:9.0	tt2628162:-	tt2628186:-	tt2645360:-	tt2650706:-	tt2650712:-	tt2690816:-	tt2706620:-	tt2728156:-	tt2747304:-	tt2760938:-	tt2765228:-	tt2776186:-	tt2819768:-	tt2825050:-	tt2858224:-	tt2858236:-	tt2876366:-	tt2905458:-	tt2913332:-	tt2939124:-	tt2950172:-	tt2968904:-	tt2991166:-	tt2991864:-	tt3008020:-	tt3013422:-	tt3033166:-	tt3051878:-	tt3069300:-	tt3081748:-	tt3098522:-	tt3105586:-	tt3128552:-	tt3136720:-	tt3167726:-	tt3168180:-	tt3183626:-	tt3198714:-	tt3235728:-	
\N	tt3013606:-	
16	tt3172624:-	tt3248904:-	tt3264804:-	tt3276708:-	tt3285778:-	tt3291486:-	tt3306978:-	tt3319362:-	tt3350896:4.5	tt3354682:-	tt3354696:-	tt3395798:-	tt3395806:-	tt3400966:-	tt3418860:-	tt3452808:-	tt3464180:-	tt3470920:-	tt3504246:-	tt3506824:-	tt3507426:-	tt3515776:-	tt3521530:-	tt3546810:-	tt3553318:4.7	tt3585112:-	tt3612688:-	tt3629456:-	tt3632926:-	tt3636058:-	tt3649582:-	tt3674464:-	tt3703650:-	tt3714700:-	tt3728522:-	tt3739294:-	tt3751458:-	tt3785110:-	tt3803696:-	tt3817056:-	tt3821026:-	tt3839106:-	tt3851552:-	tt3859826:-	tt3878896:-	tt3890796:-	tt3893270:-	tt3893278:-	tt3913598:-	tt4011836:-	tt4030378:-	tt4053030:-	
17	tt4068260:-	tt4076266:-	tt4076268:-	tt4076272:-	tt4076278:-	tt4076282:8.5	tt4076532:-	tt4076534:-	tt4076536:-	tt4221024:-	tt4234834:-	tt4259080:-	tt4289320:7.2	tt4304224:-	tt4352002:-	tt4359232:-	tt4381988:-	tt4408556:6.8	tt4427388:-	tt4456990:8.6	tt4470152:-	tt4483516:-	tt4499628:-	tt4520996:-	tt4534370:-	tt4551912:-	tt4570916:-	tt4590244:-	tt4607904:-	tt4625762:-	tt4648870:-	tt4663606:-	tt4681550:-	tt4700060:-	tt4720204:-	tt4733602:-	tt4764782:-	tt4782176:-	tt4800166:-	tt4824586:-	tt4847042:-	tt4857748:-	tt4881088:-	tt4913168:-	tt4919948:-	tt4942450:-	tt4977420:-	tt4977866:-	tt5000856:-	tt5017264:-	tt5037314:-	tt5058480:-	
18	tt5080210:-	tt5106000:-	tt5133580:-	tt5137132:-	tt5163022:-	tt5186250:-	tt5200120:-	tt5217648:-	tt5238758:-	tt5248716:-	tt5254972:8.5	tt5254988:-	tt5304220:-	tt5304226:-	tt5324782:9.0	tt5340686:-	tt5358538:8.8	tt5379058:-	tt5447966:-	tt5462410:8.1	tt5481126:8.0	tt5487790:8.0	tt5487798:8.2	tt5500124:7.7	tt5500138:8.0	tt5517896:8.3	tt5540114:-	tt5564580:-	tt5580210:8.0	tt5593240:-	tt5652818:7.8	tt5693924:8.3	tt5716670:7.3	tt5744428:8.0	tt5762220:9.2	tt5780256:8.5	tt5797852:-	tt5816114:7.6	tt5850082:7.0	tt5850096:7.6	tt5868078:8.0	tt5884028:8.6	tt5898396:7.8	tt5904722:8.0	tt5958472:7.8	tt5958476:7.7	tt5958480:8.5	tt6013834:8.8	tt6020012:8.7	tt6050166:8.3	tt6073044:8.8	tt6080104:-	
19	tt6112358:6.4	tt6130204:7.6	tt6144902:7.0	tt6167794:7.4	tt6206898:8.1	tt6227328:7.5	tt6230526:8.2	tt6230528:8.5	tt6238144:8.8	tt6258780:8.6	tt6260634:6.8	tt6263392:8.2	tt6331638:8.9	tt6372360:8.2	tt6409316:8.3	tt6423186:7.6	tt6441684:7.6	tt6468402:7.8	tt6492754:8.2	tt6519578:7.4	tt6549160:8.0	tt6569366:7.4	tt6608834:7.5	tt6628248:7.3	tt6668916:7.8	tt6696216:8.3	tt6718404:8.0	tt6751006:7.8	tt6768198:7.8	tt6809192:7.8	tt6819252:7.6	tt6852186:7.8	tt6877206:-	tt6913374:8.2	tt6932294:7.8	tt6962010:8.6	tt6990420:9.3	tt7037254:8.0	tt7053786:7.8	tt7078650:8.2	tt7111372:8.3	tt7133298:8.2	tt7162284:6.5	tt7180912:7.5	tt7180930:7.2	tt7211696:6.4	tt7254182:-	tt7280672:7.1	tt7297554:-	tt7348832:8.0	tt7373830:-	tt7404842:-	tt7436384:7.0	tt7475414:-	tt7516386:-	tt7534476:8.0	tt7561276:-	tt7591240:-	tt7618530:7.2	tt7656470:7.7	tt7666880:9.2	tt7681416:9.3	tt7710236:8.4	tt7717034:-	
20	tt7745576:7.4	tt7782834:-	tt7831870:-	tt7856008:-	tt7912492:-	tt7939420:8.6	tt7979706:8.0	tt8009436:8.0	tt8030692:8.2	tt8045932:8.6	tt8077148:-	tt8106668:8.6	tt8140804:8.2	tt8176032:8.2	tt8207156:7.4	tt8244574:8.0	tt8267566:7.8	tt8303852:-	tt8333720:-	tt8368008:-	tt8406262:-	tt8426942:-	tt8470774:7.2	tt8490842:7.6	tt8528486:8.2	tt8561148:-	tt8602872:8.2	tt8644188:-	tt8661346:-	tt8689346:-	tt8718934:-	tt8760070:-	tt8791286:-	tt8815544:-	tt8827206:8.3	tt8870580:-	tt8948456:8.8	tt8954982:8.3	tt8988458:-	tt9024246:7.8	tt9077176:8.1	tt9083410:7.6	tt9109128:7.5	tt9146342:7.8	tt9169990:8.4	tt9174778:-	tt9248272:7.6	tt9281198:-	tt9287498:-	tt9327930:8.0	tt9359074:-	tt9359078:-	
