1	tt10022090:7.3	tt10049536:6.9	tt10115852:7.2	tt10228644:7.0	tt8889334:7.3	tt8889336:7.6	tt8889398:7.3	tt8889438:7.0	tt9618586:7.4	
3	tt11901662:7.7	tt11901694:7.2	tt11901724:7.8	tt11901738:7.8	tt11901756:7.3	tt11901774:7.2	tt11901786:7.5	tt11901798:7.2	tt11901824:7.7	tt11901844:7.7	
4	tt12076388:-	tt12076400:7.2	tt12076408:7.2	tt12076418:7.4	tt12076434:6.6	tt12076452:7.4	tt13932788:-	tt13932802:-	tt13932804:-	tt13944672:-	
5	tt13944676:-	tt13944682:-	tt13944686:-	tt13944692:-	tt14009806:-	tt14045216:-	tt14085274:-	tt14149562:-	tt14182696:-	tt14234740:-	
2	tt8889392:8.4	tt8889396:6.9	tt8889404:7.3	tt8889408:8.1	tt8889416:7.7	tt8889430:6.7	tt9663818:7.4	tt9732120:7.8	tt9753812:7.6	tt9788820:7.5	
