4	tt10009970:-	tt9607600:-	tt9647908:-	tt9688572:-	tt9730746:-	tt9772640:-	tt9810472:-	tt9853082:-	tt9889128:-	
1	tt6236114:-	tt6244362:-	tt6251138:-	tt6251156:-	tt6251178:-	tt6251656:-	tt6260136:-	tt6260138:-	tt6264382:-	tt6264428:-	tt6264446:-	tt6264450:-	tt6264454:-	tt6264464:-	tt6269870:-	tt6291658:-	tt6314668:-	tt6332526:-	tt6351856:-	tt6367950:-	
2	tt6412302:-	tt6436362:-	tt6466084:8.6	tt6487656:-	tt6513170:-	tt6539534:8.6	tt6561606:-	tt6603184:-	tt6619122:-	tt6649816:2.5	tt6679812:9.2	tt6710848:7.5	tt6769110:-	tt6823018:-	tt6846508:-	tt6870672:-	tt6923948:-	tt6953522:-	tt7013974:-	tt7047832:-	tt7130852:2.9	tt7155450:-	tt7181008:8.6	tt7187124:9.7	tt7210418:9.0	tt7259272:-	tt7312574:-	tt7335694:-	tt7365674:-	tt7462490:-	tt7493460:8.6	tt7525628:-	tt7550392:-	tt7579882:-	tt7635234:-	tt7661322:-	tt7686286:-	tt7715360:6.6	tt7746318:8.6	tt7771494:7.6	tt7793646:-	tt8019270:-	tt8019342:-	tt8019400:-	tt8050532:-	tt8050656:-	tt8054654:-	tt8101606:-	
3	tt7821106:8.8	tt7850574:-	tt8008686:-	tt8010784:-	tt8019338:-	tt8040118:-	tt8063774:-	tt8101834:8.8	tt8135320:8.6	tt8160688:-	tt8187798:-	tt8211884:-	tt8331010:-	tt8361258:7.4	tt8393680:-	tt8424216:-	tt8452804:6.5	tt8487502:-	tt8520046:-	tt8552554:-	tt8587804:-	tt8619052:-	tt8656570:-	tt8685382:-	tt8715254:-	tt8742666:8.6	tt8782036:-	tt8810422:-	tt8850538:-	tt8882140:9.2	tt8926326:-	tt8947116:-	tt8986586:-	tt9020542:-	tt9047632:-	tt9072718:-	tt9108328:-	tt9143666:-	tt9176052:-	tt9212116:-	tt9244016:-	tt9279650:9.2	tt9317124:-	tt9351688:-	tt9386972:-	tt9422484:-	tt9460038:-	tt9499476:-	
