\N	tt11698742:-	tt11702892:-	tt12331730:-	tt4183222:-	tt7013214:-	tt7013218:-	tt9355130:-	
1	tt11708712:-	tt12331840:-	tt12331842:-	tt12331844:-	tt12331846:-	tt12331848:-	tt12331852:-	tt12331854:-	tt12331858:-	tt12331860:-	tt12331862:-	tt12331864:-	tt12331866:-	tt12331868:-	tt12331874:-	tt12331876:-	tt12331878:-	tt12331880:-	tt6995052:-	tt7013220:-	
2	tt12331742:-	
3	tt12331744:-	
4	tt12331750:-	
5	tt12331754:-	
18	tt12331774:-	
17	tt12331776:-	
16	tt12331778:-	
15	tt12331780:-	
14	tt12331782:-	
13	tt12331796:-	
12	tt12331800:-	
11	tt12331802:-	
10	tt12331804:-	
9	tt12331806:-	
8	tt12331810:-	
7	tt12331814:-	
6	tt12331816:-	
