1	tt0932366:-	tt0932367:-	tt0932368:-	tt0932369:-	tt0932370:-	tt0932371:-	tt0932372:-	tt0932373:-	tt0932374:-	tt0932375:-	tt0932376:-	tt0932377:-	tt0932378:-	
2	tt0932379:-	tt0932380:-	tt0932381:-	tt0932382:-	tt0932383:-	tt0932384:-	tt0932385:-	tt0932386:-	tt0932387:-	tt0932388:-	tt0932389:-	tt0932390:-	tt0932391:-	tt0932392:-	
3	tt0932393:-	tt0932394:-	tt0932395:-	tt0932396:-	tt0932397:-	tt0932398:-	tt0932399:-	tt0932400:-	tt0932401:-	tt0932402:-	tt0932403:-	tt0932404:-	tt0932405:-	tt0934333:-	
