1	tt5534712:7.4	tt5534724:7.4	tt5571508:7.9	tt5571514:7.8	tt5571526:7.9	tt5571528:8.0	tt5571532:8.1	tt5571538:8.1	tt5571544:8.3	tt5571548:8.5	tt5571550:8.6	
2	tt5571556:8.0	tt5571562:8.1	tt5571564:8.6	tt5771348:7.7	tt5771352:8.4	tt5771356:8.0	tt5771358:8.0	tt5771362:8.2	tt5771364:8.2	tt5771366:8.7	tt5771368:8.4	tt5779334:8.4	
3	tt5934500:8.8	tt6123960:8.8	tt6123962:9.0	tt6123964:9.1	tt6123968:9.2	tt6123972:9.0	tt6123978:9.2	tt6123982:9.3	tt6123984:9.5	tt6123986:9.4	
4	tt6678126:8.2	tt6754692:8.1	tt6754696:8.1	tt6754700:8.4	tt6754784:8.8	tt6754794:7.9	tt6754814:8.2	tt6754836:8.9	tt6754838:8.3	tt6754842:9.4	
