40	tt10121498:-	tt10141954:-	tt10141960:-	tt10214324:-	tt10214328:-	tt10318778:-	tt10318824:-	tt10351164:-	tt10359872:-	tt10520472:-	tt10579260:-	tt9099158:-	tt9125402:-	tt9169220:-	tt9197034:-	tt9261528:-	tt9297254:-	tt9363980:-	tt9547374:-	tt9547672:-	tt9640236:-	tt9669192:-	tt9701412:7.8	tt9742084:-	tt9822580:-	tt9855078:-	
26	tt1048972:-	tt1214858:-	tt1214859:-	tt1214860:-	tt1214861:-	tt1214862:-	tt1214863:-	tt1214864:-	
\N	tt10817062:-	tt14377424:-	tt14377426:-	tt14377428:-	tt14377430:-	tt14377432:-	tt14377434:-	tt14377436:-	tt14377438:-	tt14377440:-	tt14377444:-	tt14377446:-	tt14377448:-	tt14377450:-	tt14377452:-	tt14377454:-	tt14377456:-	tt14377458:-	tt14377460:-	tt14377462:-	tt14377464:-	tt14377466:-	tt14377468:-	tt14377470:-	tt14377472:-	tt14377474:-	tt14377476:-	tt14377478:-	tt1550286:-	tt1550287:-	tt1550288:-	tt1904508:-	tt1904509:-	tt1904510:-	tt1910398:-	tt1910399:-	tt1918486:-	tt1942734:-	tt1949059:-	tt1956335:-	tt1964217:-	tt1972408:-	tt1972409:-	tt1978315:-	tt1984031:-	tt1989373:-	tt1990106:-	tt1996065:-	tt2004100:-	tt2009309:-	tt2015134:-	tt2023285:-	tt2033076:-	tt2155129:-	tt2162600:-	tt2174444:-	tt2188528:-	tt2201350:-	tt2217386:-	tt2230806:-	tt2243742:-	tt2256992:-	tt2257965:-	tt2268936:-	tt2272935:-	tt2289507:-	tt2291364:-	tt2302309:-	tt2310076:-	tt2315833:-	tt2321994:-	tt2330493:-	tt2332946:-	tt2339203:-	tt2353401:-	tt2364419:-	tt2374345:-	tt2386011:-	tt2393569:-	tt2400903:-	tt2516160:-	tt2522898:-	tt2565856:-	tt2565858:-	tt2765468:-	tt3057220:-	tt3115192:-	tt3206346:-	tt3220664:-	tt3256038:-	tt3558772:-	tt3602776:-	tt3615760:-	tt3620212:-	tt3632590:-	tt3653512:-	tt3667924:-	tt3681936:-	tt3726926:-	tt3726928:-	tt3726930:-	tt3755290:-	tt3853412:-	tt3853414:-	tt3888974:-	tt4055690:-	tt4071140:-	tt4110642:-	tt4129630:-	tt4148626:-	tt4166010:-	tt4184300:-	tt4195708:-	tt4261438:-	tt4279896:-	tt4433794:-	tt4524884:-	tt4581246:-	tt4641754:-	tt4657164:-	tt4674356:-	tt4781160:-	tt4895876:-	tt5004162:-	tt5205142:-	tt5251972:-	tt5297814:-	tt5318472:-	tt5571850:-	tt5662982:-	tt5821482:-	tt5906726:-	
18	tt10826362:-	tt12212382:-	tt12236850:-	tt12236852:-	tt12236854:-	tt12236856:-	tt12236858:-	tt12236860:-	tt12236862:-	tt12236864:-	tt12236866:-	tt12236868:-	tt12236870:-	tt12236878:-	tt12236880:-	tt12236882:-	tt12236884:-	tt12236886:-	tt12236888:-	tt12236890:-	tt12236892:-	tt12236894:-	tt12236896:-	tt12236902:-	tt12236906:-	tt12236908:-	
17	tt10832984:-	tt12212380:-	tt12236786:-	tt12236788:-	tt12236790:-	tt12236792:-	tt12236796:-	tt12236798:-	tt12236800:-	tt12236804:-	tt12236806:-	tt12236808:-	tt12236810:-	tt12236812:-	tt12236816:-	tt12236818:-	tt12236820:-	tt12236822:-	tt12236824:-	tt12236826:-	tt12236830:-	tt12236832:-	tt12236834:-	tt12236838:-	tt12236840:-	tt12236842:-	
6	tt10845366:-	tt12212486:-	tt12232438:-	tt12232440:-	tt12232444:-	tt12232446:-	tt12232448:-	tt12232450:-	tt12232454:-	tt12232456:-	tt12232458:-	tt12232462:-	tt12232464:-	tt12232468:-	tt12232470:-	tt12232474:-	tt12232476:-	tt12232478:-	tt12232480:-	tt12232482:-	tt12232484:-	tt12232488:-	tt12232490:-	tt12232492:-	tt12232494:-	tt12232496:-	
41	tt11074820:-	tt11137420:-	tt11156580:-	tt11198486:-	tt11203450:-	tt11230474:-	tt11261920:-	tt11354190:-	tt11552632:-	tt11592606:-	tt11592614:-	tt11635778:7.6	tt11718714:-	tt11718716:-	tt11785840:-	tt11798696:-	tt12049908:-	tt12050390:-	tt12131976:-	tt12138902:-	tt12199356:-	tt12199362:-	tt12259894:-	tt12259896:-	tt12259898:-	tt12259900:-	
27	tt1129095:-	tt1129096:-	tt1129097:-	tt1134776:-	tt1141598:-	tt1141599:-	tt1144772:-	tt1148144:-	tt1151746:-	tt1164074:-	tt1164075:-	tt1164076:-	tt1164077:-	tt1168547:-	tt1174629:-	tt1176591:-	tt1178991:-	tt1184922:-	tt1186321:-	tt1188361:-	tt1191796:-	tt1197601:-	tt1203421:-	tt1211286:-	tt1211287:-	tt1213545:-	
1	tt12203880:-	tt12209392:-	tt12209394:-	tt12209396:-	tt12209398:-	tt12209400:-	tt12209402:-	tt12209406:-	tt12209408:-	tt12209412:-	tt12209414:-	tt12209416:-	tt5001414:-	
2	tt12209420:-	tt12209422:-	tt12212428:-	tt12212430:-	tt12212432:-	tt12212434:-	tt12212436:-	tt12212438:-	tt12212440:-	tt12212442:-	tt12212444:-	tt12212446:-	tt12212448:-	tt12212450:-	tt12212452:-	tt12212454:-	tt12212456:-	tt12212458:-	tt12212460:-	tt12212462:-	tt12212464:-	tt12212466:-	tt12212468:-	tt12212470:-	tt12212474:-	tt12212476:-	tt12212478:-	
3	tt12209426:-	tt12220306:-	tt12220308:-	tt12220312:-	tt12220314:-	tt12220320:-	tt12220322:-	tt12220324:-	tt12220326:-	tt12220330:-	tt12220332:-	tt12220336:-	tt12220338:-	
11	tt12209432:-	tt12209434:-	tt12209436:-	tt12209438:-	tt12209440:-	tt12209442:-	tt12209444:-	tt12209446:-	tt12209448:-	tt12209452:-	tt12209454:-	tt12209456:-	tt12209458:-	tt12209460:-	tt12209466:-	tt12209468:-	tt12209470:-	tt12209472:-	tt12209474:-	tt12209476:-	tt12209480:-	tt12209482:-	tt12209484:-	tt12209486:-	tt12209490:-	tt12209492:-	
12	tt12212292:-	tt12212294:-	tt12212300:-	tt12212302:-	tt12212304:-	tt12212306:-	tt12212308:-	tt12212312:-	tt12212314:-	tt12212316:-	tt12212318:-	tt12212324:-	tt12212326:-	tt12212328:-	tt12212330:-	tt12212336:-	tt12212338:-	tt12212342:-	tt12212344:-	tt12212346:-	tt12212350:-	tt12212352:-	tt12212354:-	tt12212356:-	tt12212360:-	tt12212362:-	
