13	tt10353728:-	tt10353750:-	tt10353758:-	tt10353776:-	tt10353848:-	tt10354262:-	tt10354326:-	tt10354410:-	tt9859724:-	tt9859748:-	tt9859752:-	tt9859756:-	
14	tt11117608:-	tt11117632:-	tt11117638:-	tt11117652:-	tt11117804:-	tt11138978:-	tt11139620:-	tt11139670:-	tt11139712:-	tt11139780:-	tt11139856:-	tt11139990:-	
15	tt11962810:-	tt11962830:-	tt11962844:-	tt11962854:-	tt11962878:-	tt12614666:-	tt12614806:-	tt12614898:-	tt12615446:-	tt12615478:-	tt12615488:-	tt12615498:-	
16	tt13064304:-	tt13064374:-	tt13168912:-	tt13168936:-	tt13286808:-	tt13286848:-	tt13421474:-	tt13421542:-	tt13421758:-	tt13422220:-	tt13543646:-	tt13543758:-	
17	tt14176472:-	tt14176482:-	tt14176488:-	
1	tt2386224:-	tt2386258:-	tt2423778:-	tt2423780:-	tt2445632:-	tt2456496:-	tt2496914:-	tt2496932:-	tt2496944:-	tt2514490:-	tt2514510:-	tt2555416:-	tt2555434:-	
2	tt2807644:-	tt2807666:-	tt2807674:-	tt2807698:-	tt2807718:-	tt2807724:-	tt2970668:-	tt2970676:-	tt2970678:-	tt2970686:-	tt2970702:-	tt2970710:-	tt2970724:-	
3	tt3884636:-	tt3884660:-	tt3884670:-	tt3884690:-	tt3884728:-	tt3889954:-	tt3890062:-	tt3890078:-	tt3890086:-	tt3890088:-	tt3890100:-	tt3890112:-	tt3890134:-	
4	tt4046372:-	tt4046398:-	tt4066968:-	tt4066992:-	tt4128224:-	tt4128234:-	tt4128242:-	tt4172514:-	tt4172526:-	tt4209584:-	tt4209592:-	
5	tt4585206:-	tt4585232:-	tt4585440:-	tt4585460:-	tt4585472:-	tt4585490:-	tt4947162:-	tt4947176:-	tt4947192:-	tt4947218:-	tt4947226:-	tt4947238:-	
6	tt4998432:-	tt5049668:-	tt5049682:-	tt5066292:-	tt5066298:-	tt5093240:-	tt5164044:-	tt5164060:-	tt5299050:-	tt5299054:-	tt5299098:-	tt5299102:-	
7	tt5527130:-	tt5527146:-	tt5575134:-	tt5575152:-	tt5610312:-	tt5610346:-	tt5868156:-	tt5868166:-	tt5868170:-	tt5868174:-	tt5868176:-	tt5868198:-	
8	tt6059116:-	tt6059128:-	tt6059134:-	tt6208180:-	tt6208236:-	tt6208286:-	tt6208310:-	tt6208312:-	tt6209752:-	tt6210008:-	tt6275584:-	tt6275596:-	
9	tt6688536:-	tt6688708:-	tt6688752:-	tt6688820:-	tt6734510:-	tt6734552:-	tt6814642:-	tt6814652:-	tt6814658:-	tt6849276:-	tt6866120:-	tt7174184:-	
10	tt7352932:-	tt7399716:-	tt7440318:-	tt7476240:-	tt7512768:-	tt7512784:-	tt7580040:-	tt7580054:-	tt7658544:-	tt7693684:-	tt7693700:-	tt7693722:-	
11	tt8106326:-	tt8106342:-	tt8159936:-	tt8159954:-	tt8289550:-	tt8289570:-	tt8289590:-	tt8289632:-	tt8442196:-	tt8442230:-	tt8442276:-	tt8442282:-	
12	tt9145750:-	tt9154080:-	tt9154132:-	tt9154156:-	tt9154180:-	tt9154206:-	tt9154226:-	tt9314952:-	tt9314956:-	tt9314960:-	tt9314968:-	tt9535470:-	
