1	tt6651920:-	tt6651938:-	tt6651950:-	tt6651956:-	tt6651990:-	tt6652010:-	tt6652028:-	tt6652044:-	tt6652048:-	tt6652056:-	tt6652066:-	tt6652080:-	tt6652094:-	tt6652116:-	tt6652148:-	tt6652186:-	tt6652224:-	tt6652270:-	tt6652310:-	tt6652312:-	tt6652314:-	tt6652372:-	tt6652374:-	tt6652376:-	tt6652432:-	tt6652434:-	tt6652532:-	tt6652534:-	tt6652594:-	tt6652596:-	tt6652598:-	tt6652602:-	tt6652622:-	tt6652624:-	tt6652626:-	tt6652628:-	tt6652676:-	
2	tt6652698:-	tt6652700:-	tt6652702:-	tt6652704:-	tt6652712:-	tt6652714:-	tt6652718:-	tt6652720:-	tt6652774:-	tt6652776:-	tt6652778:-	tt6652780:-	tt6652782:-	tt6652784:-	tt6657140:-	tt6657142:-	tt6657144:-	tt6657146:-	tt6657148:-	tt6657150:-	tt6657152:-	tt6657154:-	tt6657158:-	tt6657160:-	tt6657162:-	tt6657164:-	tt6657166:-	tt6657194:-	tt6657196:-	
3	tt6657342:-	tt6657344:-	tt6657508:-	tt6657510:-	tt6657512:-	tt6657514:-	tt6657516:-	tt6657518:-	tt6657520:-	tt6657542:-	tt6657544:-	tt6657546:-	
4	tt6657580:-	tt6657582:-	tt6657584:-	tt6657620:-	tt6657622:-	tt6657624:-	tt6657626:-	tt6657652:-	tt6657654:-	tt6657656:-	tt6657658:-	tt6657660:-	
5	tt6657924:-	tt6657926:-	tt6657928:-	tt6657930:-	tt6657932:-	tt6657934:-	tt6657936:-	tt6657938:-	tt6657940:-	tt6657942:-	tt6657944:-	tt6657946:-	tt6657948:-	
6	tt6658080:-	tt6658082:-	tt6658086:-	tt6658088:-	tt6658090:-	tt6658092:-	tt6658094:-	tt6658096:-	tt6658098:-	tt6658100:-	tt6658102:-	tt6658104:-	tt6658106:-	
7	tt6658464:-	tt6658466:-	tt6658468:-	tt6658470:-	tt6658472:-	tt6658474:-	tt6658478:-	tt6658480:-	tt6658482:-	tt6658484:-	tt6658486:-	tt6658488:-	tt6658490:-	
8	tt6661056:-	tt6661058:-	tt6661060:-	tt6661062:-	tt6661064:-	tt6661124:-	tt6661126:-	tt6661128:-	tt6661130:-	tt6661132:-	tt6661146:-	tt6661148:-	
