\N	tt13736624:-	
1	tt6202722:7.5	tt6204480:7.4	tt6204490:7.2	tt6204496:7.3	tt6204506:7.4	tt6204516:7.6	tt6204534:7.4	tt6204650:6.4	tt6204664:6.8	tt6204668:7.2	tt6204678:7.5	tt6208576:5.9	
2	tt6277614:8.2	tt6277618:8.6	tt7476142:8.3	tt7476144:8.2	tt7476152:8.3	tt7476156:8.4	tt7476158:8.0	tt7476160:8.5	tt7476162:7.9	tt7476168:8.0	tt7476170:8.3	tt7476172:8.2	tt7476186:8.7	
3	tt7476190:9.1	tt9058358:9.1	tt9058360:9.1	tt9058364:8.9	tt9058368:8.9	tt9058372:8.6	tt9058378:9.0	tt9058380:9.1	tt9058388:8.6	tt9058390:8.3	tt9058392:9.0	tt9058394:8.9	tt9058396:8.9	
