2	tt12494438:-	tt12529802:-	tt12529822:-	tt12529824:-	tt12529828:-	tt12529832:-	tt12530354:-	tt12539604:-	tt12539612:-	tt12539616:-	tt12539624:-	tt12539628:-	tt12539632:-	tt12539642:-	tt12539650:-	tt12539654:-	tt12539658:-	tt12539664:-	tt12539668:-	tt12539676:-	tt12539682:-	tt12539784:-	tt12539790:-	tt12539796:-	tt12539800:-	tt12539806:-	tt12539844:-	tt12539854:-	tt12539862:-	tt12539874:-	tt12542486:-	tt12542488:-	tt12542492:-	tt12542506:-	tt12542540:-	tt12542544:-	tt12542562:-	tt12542588:-	tt12542596:-	tt12542606:-	tt12542608:-	tt12542624:-	tt12542656:-	tt12542666:-	tt12542674:-	tt12542678:-	tt2563020:-	tt2563022:6.1	tt3547778:-	tt4056236:-	
3	tt12543194:-	tt12543228:-	tt12543252:-	tt12543266:-	tt12543278:-	tt12543292:-	tt12543302:-	tt12543308:-	tt12543314:-	tt12543322:-	tt12543326:-	tt12543334:-	tt12543380:-	tt12543382:-	tt12543388:-	tt12543390:-	tt12544802:-	tt12544828:-	tt12544838:-	tt12544870:-	tt12546976:-	tt12546990:-	tt12546994:-	tt12546996:-	tt12546998:-	tt12638308:-	tt12638312:-	tt12638334:-	tt12638340:-	tt12638342:-	tt12638346:-	tt12638348:-	tt12638350:-	tt12638352:-	tt12638358:-	tt12638364:-	tt12638366:-	tt12638370:-	tt12638372:-	tt12638374:-	tt12638378:-	tt12638380:-	tt12638382:-	tt12638384:-	tt12638386:-	tt12638388:-	tt12638390:-	tt12638398:-	tt12638400:-	tt12638402:-	
4	tt12638416:-	tt12638420:-	tt12638424:-	tt12638426:-	tt12638428:-	tt12638430:-	tt12638432:-	tt12638434:-	tt12638438:-	tt12638440:-	tt12638442:-	tt12638444:-	tt12638446:-	tt12638450:-	tt12638452:-	tt12638456:-	tt12638460:-	tt12638466:-	tt12638470:-	tt12638472:-	tt12638474:-	tt12638482:-	tt12638488:-	tt12638492:-	tt12638504:-	tt12638508:-	tt12696286:-	tt12696300:-	tt12696312:-	tt12696324:-	tt12696326:-	tt12696330:-	tt12696338:-	tt12696346:-	tt12696350:-	tt12696352:-	tt12696354:-	tt12696370:-	tt12696374:-	tt12696376:-	tt12696378:-	tt12696388:-	tt12696398:-	tt12696404:-	tt12696408:-	tt12696414:-	tt12696418:-	tt12696420:-	tt12696424:-	tt12696434:-	
5	tt12696438:-	tt12696442:-	tt12696446:-	tt12696486:-	tt12696490:-	tt12696492:-	tt12696496:-	tt12696498:-	tt12696502:-	tt12696504:-	tt12696508:-	tt12696514:-	tt12696518:-	tt12696520:-	tt12696524:-	tt12696568:-	tt12696576:-	tt12696584:-	tt12696590:-	tt12696594:-	tt12696604:-	tt12696624:-	tt12696644:-	tt12696652:-	tt12696660:-	tt12696676:-	tt12696686:-	tt12697796:-	tt12697810:-	tt12697818:-	tt12697832:-	tt12697846:-	tt12697850:-	tt12697854:-	tt12697858:-	tt12697878:-	tt12697892:-	tt12697906:-	tt12697988:-	tt12697994:-	tt12698012:-	tt12698024:-	tt12698032:-	tt12698046:-	tt12698050:-	tt12698056:-	tt12698068:-	tt12698072:-	tt12698084:-	tt12698098:-	
6	tt12698114:-	tt12698124:-	tt12698138:-	tt12699962:-	tt12699966:-	tt12699976:-	tt12700002:-	tt12700004:-	tt12700006:-	tt12700012:-	tt12700020:-	tt12700022:-	tt12700034:-	tt12700038:-	tt12700040:-	tt12700042:-	tt12700044:-	tt12700048:-	tt12700050:-	tt12700052:-	tt12700056:-	tt12700058:-	tt12700064:-	tt12700068:-	tt12700074:-	tt12700076:-	tt12700080:-	tt12700104:-	tt12700106:-	tt12700110:-	tt12700114:-	tt12700116:-	tt12700118:-	tt12700120:-	tt12700124:-	tt12700126:-	tt12700132:-	tt12700134:-	tt12700136:-	tt12700140:-	tt12700144:-	tt12700150:-	tt12700154:-	tt12700156:-	tt12700158:-	tt12700162:-	tt12700244:-	tt6254648:-	tt6535670:-	tt6953310:-	
7	tt12700170:-	tt12700172:-	tt12700176:-	tt12700182:-	tt12700184:-	tt12700186:-	tt12700190:-	tt12700192:-	tt12700198:-	tt12700200:-	tt12700202:-	tt12700204:-	tt12700774:-	tt12700778:-	tt12700782:-	tt12700790:-	tt12700800:-	tt12700802:-	tt12700804:-	tt12700806:-	tt12700808:-	tt12700812:-	tt12700820:-	tt12700826:-	tt12700830:-	tt12700832:-	tt12700834:-	tt12702920:-	tt12702930:-	tt12702952:-	tt12702980:-	tt12702990:-	tt12702992:-	tt12703006:-	tt12703014:-	tt12703024:-	tt12703038:-	tt12703054:-	tt12703064:-	tt12703076:-	tt12703078:-	tt12703082:-	tt12703084:-	tt12703090:-	tt12703092:-	tt12703096:-	tt12703108:-	tt12703114:-	tt12703118:-	tt4027804:-	
8	tt12703128:-	tt12703162:-	tt12703204:-	tt12703206:-	tt12703214:-	tt12706256:-	tt12706272:-	tt12706282:-	tt12706314:-	tt12706336:-	tt12706344:-	tt12706358:-	tt12706374:-	tt12706396:-	tt12706410:-	tt12706420:-	tt12706444:-	tt12706446:-	tt12706452:-	tt12706478:-	tt12706510:-	tt12706514:-	tt12706528:-	tt12706532:-	tt12706542:-	tt12706548:-	tt12706564:-	tt12706568:-	tt12706580:-	tt12706584:-	tt12706590:-	tt12706594:-	tt12706596:-	tt12706598:-	tt12706604:-	tt12706608:-	tt12706612:-	tt12706614:-	tt12706618:-	tt12708572:-	tt12708580:-	tt12720352:-	tt12720354:-	tt12720358:-	tt12720362:-	tt12720364:-	tt12720366:-	tt12720368:-	tt12720374:-	tt12720376:-	
9	tt12720380:-	tt12720396:-	tt12720402:-	tt12720408:-	tt12720410:-	tt12735646:-	tt12735648:-	tt12735650:-	tt12735654:-	tt12735658:-	tt12735660:-	tt12735662:-	tt12735664:-	tt12735666:-	tt12735668:-	tt12735670:-	tt12735672:-	tt12735674:-	tt12735676:-	tt12735678:-	tt12735680:-	tt12735682:-	tt12735686:-	tt12735688:-	tt12735690:-	tt12735692:-	tt12735696:-	tt12735700:-	tt12735704:-	tt12735706:-	tt12735708:-	tt12735710:-	tt12735712:-	tt12735714:-	tt12735718:-	tt12735720:-	tt12735722:-	tt12735724:-	tt12735726:-	tt12735728:-	tt12735730:-	tt12735732:-	tt12735734:-	tt12735738:-	tt12735740:-	tt12735742:-	tt12735744:-	tt12735748:-	tt12735750:-	tt12735752:-	
10	tt12735754:-	tt12735756:-	tt12735758:-	tt12735760:-	tt12735762:-	tt12735764:-	tt12735768:-	tt12735772:-	tt12735774:-	tt12735776:-	tt12745596:-	tt12745600:-	tt12745604:-	tt12745606:-	tt12745608:-	tt12745612:-	tt12745614:-	tt12745618:-	tt12745620:-	tt12745630:-	tt12745632:-	tt12745636:-	tt12745638:-	tt12745640:-	tt12745642:-	tt12745646:-	tt12745744:-	tt12745746:-	tt12745748:-	tt12745752:-	tt12745766:-	tt12745768:-	tt12745774:-	tt12745776:-	tt12745788:-	tt12745800:-	tt12745804:-	tt12748136:-	tt12748140:-	tt12748142:-	tt12748144:-	tt12748146:-	tt12748150:-	tt12748154:-	tt12748156:-	tt12748158:-	tt12748160:-	tt12748168:-	tt12748170:-	tt12748174:-	
11	tt12748176:-	tt12748178:-	tt12748182:-	tt12748184:-	tt12748188:-	tt12748218:-	tt12748224:-	tt12748226:-	tt12748228:-	tt12748230:-	tt12751578:-	tt12751586:-	tt12751592:-	tt12751598:-	tt12751602:-	tt12751610:-	tt12751614:-	tt12751622:-	tt12751632:-	tt12751654:-	tt12751662:-	tt12751672:-	tt12751678:-	tt12751686:-	tt12751688:-	tt12751698:-	tt12751702:-	tt12751704:-	tt12751706:-	tt12751712:-	tt12751716:-	tt12751736:-	tt12751738:-	tt12751742:-	tt12751748:-	tt12751760:-	tt12751912:-	tt12751928:-	tt12751938:-	tt12751944:-	tt12751958:-	tt12751962:-	tt12751972:-	tt12751976:-	tt12751978:-	tt12751980:-	tt12751984:-	tt12751986:-	tt12751988:-	tt12752018:-	
12	tt12752024:-	tt12752028:-	tt12752044:-	tt12752052:-	tt12752058:-	tt12752082:-	tt12752088:-	tt12752092:-	tt12752096:-	tt12752100:-	tt12752102:-	tt12752106:-	tt12752108:-	tt12752112:-	tt12752116:-	tt12752124:-	tt12752130:-	tt12752132:-	tt12752140:-	tt12752148:-	tt12752160:-	tt12752170:-	tt12752174:-	tt12752178:-	tt12752180:-	tt12752182:-	tt12752188:-	tt12752190:-	tt12752192:-	tt12752196:-	tt12752198:-	tt12752214:-	tt12752220:-	tt12752224:-	tt12752228:-	tt12752234:-	tt12752238:-	tt12752240:-	tt12752244:-	tt12752250:-	tt12752258:-	tt12752270:-	tt12752280:-	tt12752282:-	tt12752284:-	tt12752288:-	tt12752290:-	tt12752296:-	tt12752332:-	tt6261376:-	
13	tt12752336:-	tt12752348:-	tt12752356:-	tt12752364:-	tt12752366:-	tt6669834:-	tt6698596:-	tt6730156:-	tt6740700:-	tt6759276:-	tt6771558:-	tt6787880:-	tt6797726:-	tt6812118:-	tt6823154:-	tt6838658:-	tt6848622:-	tt6861838:-	tt6872668:-	tt6887518:-	tt6901066:-	tt6915342:-	tt6926872:-	tt6945292:-	tt6955988:-	
1	tt2354146:7.0	tt2354152:7.0	tt2354156:6.6	tt2354158:5.1	tt2354998:-	tt2355004:-	tt2355010:-	tt2355022:7.0	tt2355026:-	tt2355034:5.2	tt2355040:-	tt2355044:-	tt2355054:5.0	tt2355060:4.9	tt2355068:-	tt2355070:-	tt2355086:7.2	tt2355090:5.4	tt2355098:5.6	tt2358026:-	tt2358028:-	tt2365438:-	tt2376752:-	tt2400130:-	tt2400132:-	tt2400142:-	tt2400150:-	tt2400152:-	tt2400158:-	tt2400166:-	tt2400168:-	tt2400174:-	tt2400176:-	tt2400180:-	tt2400186:-	tt2400194:-	tt2400198:-	tt2400222:-	tt2400230:-	tt2400236:-	tt2400242:-	tt2400244:-	tt2400246:-	tt2400248:-	tt2400252:-	tt2400260:-	tt2400266:-	tt2400270:-	tt2400274:-	tt2400278:-	
