3	tt1283105:-	tt1283106:-	tt1283107:-	tt1283108:-	tt1283109:-	tt1283110:-	tt1283111:-	tt1283112:-	tt1283113:-	tt1283114:-	tt1283115:-	tt1283116:-	tt1284899:-	
1	tt1362934:-	tt1362935:-	tt1362936:-	tt1362937:-	tt1362938:-	tt1362939:-	tt1362940:-	tt1362946:-	tt1362952:-	tt1362955:-	tt1362957:-	tt1362958:-	
2	tt1362941:-	tt1362942:-	tt1362943:-	tt1362944:-	tt1362947:-	tt1362948:-	tt1362949:-	tt1362950:-	tt1362951:-	tt1362953:-	tt1362954:-	tt1362956:-	
4	tt1362945:-	tt1803503:-	tt1803504:-	
\N	tt1471884:-	tt1755788:-	tt1768209:-	tt1771657:-	tt1875685:-	tt1903671:-	tt1903672:-	tt1903673:-	tt1903674:-	tt1903675:-	tt1903676:-	tt1903677:-	tt1903678:-	tt1905896:-	tt1905897:-	tt1908218:-	tt1909009:-	tt1910213:-	tt1910214:-	tt1911119:-	tt1911120:-	tt1912112:-	tt1912836:-	tt1915215:-	tt1915216:-	tt1925193:-	tt1927689:-	tt1927690:-	tt1928827:-	tt1929878:-	tt1943429:-	
5	tt1593555:-	tt1635605:-	tt1649833:-	tt1757371:-	tt1757372:-	tt1757373:-	tt1758397:-	tt1758398:-	tt1759349:-	tt1762912:-	tt1838221:-	tt1838224:-	
