4	tt11305148:8.2	
1	tt3080196:7.0	tt4057144:6.8	tt4073776:7.6	tt4073796:7.9	tt4086010:7.1	tt4109292:7.4	tt4109296:7.6	tt4109302:7.1	tt4109304:7.2	tt4205118:7.5	tt4427974:8.0	
2	tt5658298:8.1	tt5662340:7.8	tt5695410:8.2	tt5714046:8.1	tt5737914:8.0	tt5751826:7.7	tt5765698:7.9	tt5784476:8.3	tt5825060:8.1	tt5825126:8.4	
3	tt7863126:8.1	tt8047512:7.8	tt8047516:8.0	tt8047518:7.4	tt8058694:8.1	tt8058704:7.9	tt8063098:7.5	tt8063106:7.2	tt8141622:7.4	tt8141672:8.4	
