1	tt0702822:-	tt1448735:-	tt1448736:-	tt1448737:-	tt1449291:-	tt2016044:-	tt2021947:-	tt2024216:-	tt2026479:-	tt2028056:-	tt2036147:-	tt2042287:-	tt2044441:-	tt2044442:-	tt2051685:-	tt2056254:-	tt2059035:-	tt2059036:-	tt2066662:-	tt2073407:-	tt2076650:-	tt2078342:-	tt2079266:-	tt2085521:-	tt2087458:-	tt2087459:-	tt2087460:-	
3	tt0702823:-	tt0702824:-	tt0702825:-	tt0702826:-	tt0702827:-	tt1490352:-	tt1495215:-	tt3948970:-	tt3948974:-	tt3948976:-	tt3948978:-	tt3948980:-	tt3948982:-	tt3948984:-	tt3948986:-	tt3948988:-	tt3948990:-	tt3948992:-	tt3948996:-	tt3948998:-	tt3949000:-	tt3949004:-	tt3949006:-	tt3949010:-	tt3949014:-	tt3949016:-	
2	tt0999100:-	tt2087461:-	tt2087462:-	tt2087463:-	tt2087464:-	tt2087465:-	tt2087466:-	tt2087467:-	tt2087468:-	tt2087469:-	tt3948928:-	tt3948930:-	tt3948932:-	tt3948936:-	tt3948938:-	tt3948940:-	tt3948942:-	tt3948944:-	tt3948950:-	tt3948952:-	tt3948954:-	tt3948956:-	tt3948960:-	tt3948962:-	tt3948964:-	tt3948968:-	
