1	tt0683730:5.6	tt0683731:5.9	tt0683732:5.2	tt0683733:4.7	tt0683734:4.8	tt0683735:5.0	tt0683736:5.5	tt0683737:5.6	tt0683738:5.3	tt0683739:4.8	tt0683740:4.3	tt0683741:6.1	tt0683742:4.8	tt0683743:5.8	tt0683744:5.5	tt0683745:4.6	tt0683746:4.8	tt0683747:5.5	tt0683748:4.5	tt0683749:4.5	
2	tt0683750:3.8	tt0683751:3.8	tt0683752:3.7	tt0683753:3.8	tt0683754:4.0	tt0683755:3.8	tt0683756:5.0	tt0683757:4.0	tt0683758:4.7	tt0683759:7.2	tt0683760:4.1	tt0683761:3.2	tt0683762:3.8	tt0683763:3.8	tt0683764:4.9	tt0683765:5.4	tt0683766:3.5	tt0683767:3.4	tt0683768:5.0	tt0683769:4.0	tt0683770:6.2	tt0683771:3.8	tt0683772:6.8	
3	tt0683773:5.0	tt0683774:3.8	tt0683775:3.8	tt0683776:4.0	tt0683777:5.2	tt0683778:3.4	tt0683779:3.8	tt0683780:7.5	tt0683781:3.8	tt0683782:4.8	tt0683783:3.8	tt0683784:3.7	tt0683785:3.9	tt0683786:4.0	tt0683787:3.8	tt0683788:4.7	tt0683789:5.1	tt0683790:5.2	tt0683791:5.6	tt0683792:3.7	tt0683793:4.0	tt0683794:5.0	tt0683795:4.1	
4	tt0763542:4.7	tt0769389:4.6	tt0772605:5.0	tt0778429:-	tt0779548:3.4	tt0782553:5.7	tt0785632:3.6	tt0789623:-	tt0794960:5.0	tt0799342:5.6	tt0800624:-	tt0801719:4.6	tt0850118:5.3	tt0854000:4.8	tt0858262:5.2	tt0863977:5.1	tt0868518:5.6	tt0878541:5.4	tt0882563:4.6	tt0886136:7.3	tt0890593:4.9	tt0894622:4.4	tt0900124:5.4	tt1052995:-	
5	tt0966387:4.5	tt0971938:5.4	tt1050592:4.7	tt1090092:4.0	tt1090093:5.4	tt1090527:4.0	tt1091917:4.5	tt1091918:4.3	tt1091919:4.2	tt1091920:5.0	tt1092223:6.6	tt1092224:4.0	tt1092225:4.2	tt1092226:2.9	tt1092227:4.0	tt1092228:4.7	tt1114533:4.7	tt1114534:5.2	tt1114535:4.5	tt1114536:5.0	tt1129731:4.8	tt1133185:5.8	tt1133797:3.8	tt1212816:-	
16	tt10015900:6.4	tt7812780:7.0	tt7897566:5.9	tt7897576:6.7	tt7897580:6.7	tt7897582:6.9	tt7897586:6.9	tt7897588:7.1	tt7897592:7.0	tt7897600:6.8	tt8020642:7.0	tt8282282:6.5	tt8282286:7.1	tt8282288:6.6	tt8282290:6.7	tt8282292:6.9	tt8282294:6.8	tt8488156:7.1	tt8501938:6.8	tt8551294:7.0	tt8551298:6.6	tt8551300:7.0	tt8689014:7.1	tt8689016:6.4	tt8689022:7.1	tt8853148:6.9	tt8853152:7.3	tt9008714:7.0	tt9034160:7.6	tt9110322:7.3	tt9110332:7.4	tt9264506:7.5	tt9264508:7.6	tt9264512:7.4	tt9264514:7.0	
17	tt10028000:6.7	tt10028002:7.1	tt10028004:7.1	tt10245590:7.5	tt10245592:7.5	tt10245594:7.5	tt10245596:7.4	tt10288594:7.6	tt10288596:7.3	tt10351158:6.9	tt10351160:7.6	tt10472310:7.5	tt10472312:7.1	tt10563356:7.8	tt10563362:7.6	tt10762560:7.4	tt10788010:7.6	tt10788016:7.4	tt10887816:7.5	tt10955348:7.4	tt10955350:7.3	tt10990544:6.9	tt10990546:7.0	tt11107190:7.6	tt11143250:7.0	tt11179004:6.9	tt11214582:6.4	tt11214588:5.8	tt11290714:6.6	tt9543322:7.0	tt9652648:6.6	tt9669274:7.3	tt9669276:7.6	tt9669278:7.0	tt9669282:7.0	
18	tt11299442:7.5	tt11541978:7.6	tt11541982:7.8	tt11541990:6.8	tt11542000:7.2	tt11542002:7.2	tt11542004:7.6	tt11542008:7.4	tt11542010:7.1	tt11542014:7.2	tt11542016:7.4	tt11542022:7.5	tt11542026:7.2	tt12092536:7.4	tt12092538:7.4	tt12092540:7.3	tt12092542:6.9	tt12092544:7.3	tt12092546:7.6	tt12092548:7.5	tt12092550:6.9	tt12092552:7.6	tt12092554:7.7	tt12092556:7.2	tt12092558:7.7	tt12092560:7.5	tt12092564:7.5	tt12092566:7.6	tt12092568:7.4	tt12092570:7.4	tt12092572:7.2	tt12092574:7.8	tt12092578:7.7	tt12092580:7.7	tt12092582:8.2	
6	tt1174512:5.6	tt1213482:5.6	tt1214033:5.7	tt1214034:5.5	tt1214035:5.5	tt1214036:5.7	tt1214037:5.4	tt1214038:5.3	tt1259152:5.6	tt1259689:5.6	tt1259690:5.5	tt1259691:5.6	tt1259958:6.3	tt1259959:6.0	tt1259960:6.4	tt1285883:5.1	tt1289208:5.8	tt1289209:6.1	tt1289210:5.4	tt1304363:5.0	tt1304905:5.2	tt1308537:7.1	tt1310260:5.5	tt1313424:5.2	tt1317950:4.8	tt1318300:5.5	tt1318301:4.5	
19	tt13503592:7.5	tt13852558:7.2	tt13899072:7.6	tt13992088:6.9	tt13992094:7.5	tt14044608:-	tt14136654:-	
7	tt1380633:7.2	tt1384722:6.4	tt1389277:6.4	tt1394069:6.5	tt1399469:6.4	tt1410135:6.7	tt1410136:6.9	tt1415102:7.2	tt1422399:6.7	tt1452434:5.9	tt1453164:5.5	tt1453165:5.9	tt1453166:6.1	tt1453763:6.9	tt1454397:6.7	tt1459151:6.5	tt1459152:6.7	tt1474059:6.5	tt1479501:5.8	tt1480136:6.1	tt1484289:5.2	tt1487584:6.0	tt1491378:6.6	tt1497334:6.7	tt1502193:6.7	tt1518531:5.6	tt1518532:6.7	tt1518533:6.7	tt1518534:7.1	tt1535284:6.1	tt3241022:5.6	
8	tt1606493:7.2	tt1626743:5.6	tt1626744:6.5	tt1626745:6.6	tt1626746:6.6	tt1633001:6.6	tt1635610:6.5	tt1644872:6.2	tt1692441:5.6	tt1692442:6.5	tt1692443:6.0	tt1692444:6.1	tt1692445:7.3	tt1692446:6.0	tt1692447:5.6	tt1692448:5.7	tt1728060:6.9	tt1741403:6.6	tt1741955:6.0	tt1747427:6.9	tt1751525:7.1	tt1751528:6.0	tt1761826:5.4	tt1809026:5.3	
9	tt1638748:7.1	tt1638749:6.2	tt1638750:6.3	tt1638751:7.1	tt1638752:7.0	tt1638753:7.1	tt1638754:6.9	tt1638755:7.0	tt1638756:6.4	tt1638757:6.8	tt1638758:6.7	tt1638759:6.9	tt1638760:6.6	tt1638761:5.8	tt1638762:6.7	tt1638763:6.4	tt1638764:6.9	tt1638765:6.8	tt1638766:7.5	tt1638767:6.8	tt1638768:7.2	tt1638769:6.8	tt1638770:6.9	tt1638771:6.8	tt1638772:6.8	tt1638773:6.8	tt1638774:7.0	tt1638775:6.7	tt1638776:6.7	tt1638777:6.9	tt1638778:7.4	tt1638779:7.2	tt1638780:6.7	tt1638781:6.5	tt1638782:6.4	
10	tt2164617:6.6	tt2174440:7.1	tt2176881:7.4	tt2188283:6.9	tt2188458:6.6	tt2198921:6.8	tt2201378:6.5	tt2209389:7.1	tt2216228:7.2	tt2217350:7.4	tt2225423:6.8	tt2272567:7.5	tt2289201:7.0	tt2302075:6.6	tt2315123:7.2	tt2321972:6.8	tt2332900:6.7	tt2339071:6.3	tt2347304:6.7	tt2353033:6.7	tt2361456:7.2	tt2364187:7.1	tt2374054:7.0	tt2385773:6.9	tt2386082:6.9	tt2393289:7.0	tt2400743:6.8	tt2412432:6.9	tt2427734:7.3	tt2442186:6.7	tt2457862:6.9	tt2472260:7.1	tt2485706:6.8	tt2498192:6.8	tt4808290:7.0	
11	tt2520788:7.1	tt2630408:7.3	tt2643538:7.3	tt2659824:7.3	tt2675086:7.3	tt2716668:7.5	tt2731710:7.3	tt2749696:6.8	tt2765444:6.8	tt2796384:7.3	tt2812448:6.9	tt2827812:7.3	tt2845210:7.2	tt2859768:7.0	tt2880322:7.3	tt2899888:7.3	tt2930336:6.8	tt2943504:7.5	tt2957430:7.3	tt2972380:6.5	tt2988698:7.3	tt3020144:6.9	tt3037514:6.6	tt3057618:7.2	tt3071528:6.9	tt3160156:7.6	tt3175770:7.3	tt3211926:7.2	tt3224888:7.3	tt3259724:6.5	tt3278184:6.8	tt3294626:7.2	tt3311668:7.3	tt3326576:7.4	tt4271786:6.4	
