\N	tt0669242:-	tt0669243:-	tt0669244:-	tt0669245:-	tt4556758:-	
1	tt5629266:-	
2	tt5629310:-	
3	tt5629322:-	
4	tt5629328:-	
5	tt5629462:-	
6	tt5629464:-	
7	tt5629472:-	
8	tt5629476:-	
9	tt5629480:-	
10	tt5629484:-	
11	tt5629492:-	
12	tt5629496:-	
13	tt5629502:-	
14	tt5629506:-	
15	tt5629508:-	
16	tt5629512:-	
17	tt5629516:-	
18	tt5629520:-	
19	tt5629526:-	
20	tt5629528:-	
21	tt5629534:-	
22	tt5629566:-	
23	tt5629592:-	
24	tt5629602:-	
25	tt5629608:-	
26	tt5629614:-	
27	tt5629618:-	
28	tt5629624:-	
29	tt5629680:-	
30	tt5629686:-	
31	tt5629692:-	
32	tt5629694:-	
33	tt5629696:-	
34	tt5629698:-	
35	tt5629702:-	
36	tt5629708:-	
37	tt5629712:-	
38	tt5629716:-	
39	tt5629722:-	
40	tt5629724:-	
