1	tt11187036:-	tt11187160:-	tt11187176:-	tt11187186:-	tt11187296:-	
2	tt11187314:-	tt11188120:-	tt11188124:-	tt11188130:-	tt11188132:-	
3	tt11188136:-	tt11188142:-	tt11188150:-	
4	tt11188158:-	tt11188162:-	tt11188166:-	
5	tt11188170:-	tt11188174:-	tt11188176:-	
6	tt11188186:-	tt11188190:-	
7	tt13073136:-	tt13073158:-	
