1	tt14785470:-	tt14785508:-	tt14785532:-	tt14785554:-	tt14785572:-	tt14785618:-	tt14785634:-	tt14785662:-	tt14785716:-	tt14785752:-	tt14785768:-	tt14785776:-	tt14785792:-	tt14785802:-	tt14785806:-	tt14785812:-	tt14785838:-	tt14785844:-	tt14785854:-	
2	tt14785596:-	tt14875688:-	tt14875776:-	tt14875794:-	tt14875832:-	tt14875838:-	tt14875850:-	tt14875864:-	tt14905140:-	tt14905142:-	tt14905172:-	tt14905178:-	tt14905198:-	tt14905208:-	tt14905228:-	tt14905234:-	tt14905478:-	tt14905498:-	tt14905540:-	tt14905556:-	tt14905564:-	
3	tt14912750:-	tt14912768:-	tt14912804:-	tt14912810:-	tt14912830:-	tt14912842:-	tt14912848:-	tt14912856:-	tt14912866:-	tt14912976:-	tt14912992:-	tt14913006:-	tt14913022:-	tt14913030:-	tt14913046:-	tt14913082:-	tt14913084:-	tt14913088:-	tt14913114:-	
