1	tt2121482:-	tt2121483:-	tt2124352:-	tt2124353:-	tt2124354:-	tt2124355:-	tt2124356:-	tt2124357:-	tt2125148:-	tt2827110:-	tt3108818:-	tt3108820:-	tt3127564:-	
2	tt3127566:-	tt3127568:-	tt3127570:-	tt3571090:-	tt3571096:-	tt3571102:-	
3	tt4413296:-	tt4478438:-	tt4529192:-	tt5426580:-	tt5426636:-	tt5426674:-	
4	tt6390066:-	tt6390106:-	tt6390108:-	tt6390118:-	tt6390132:-	
