2	tt0918884:8.2	tt0918885:8.7	tt0918887:7.9	tt0918889:7.5	tt0918890:7.4	tt0918894:8.1	tt0918897:8.0	tt0918900:8.4	tt0918908:8.3	tt0918910:8.1	tt0918952:7.6	
1	tt0918886:8.2	tt0918891:8.4	tt0918898:8.4	tt0918902:7.9	tt0918903:7.8	tt0918907:7.7	tt0918911:7.1	tt0918912:8.0	tt0918916:7.3	tt0918918:7.8	
3	tt0918888:8.0	tt0918896:7.9	tt0918899:8.0	tt0918901:7.3	tt0918909:8.0	tt0918913:8.2	tt0918914:8.6	tt0918915:8.1	tt0918917:7.9	tt0918919:8.1	
4	tt0918892:7.5	tt0918893:7.0	tt0918895:8.1	tt0918904:8.5	tt0918905:8.4	tt0918906:8.0	tt0918920:8.1	tt0918922:8.0	tt0918951:8.0	
