2	tt0199398:7.6	tt0199536:7.5	
1	tt0199698:7.7	tt0200264:7.6	
3	tt0275373:7.4	tt0286229:7.5	
4	tt0337938:7.8	tt0338872:7.7	tt0340052:7.7	tt0341316:7.7	
5	tt0484260:8.0	tt0484261:7.6	
6	tt0804902:7.9	tt0804903:7.3	
14	tt12076880:7.8	tt12076882:7.9	
7	tt1243417:7.4	tt1316704:7.3	tt1320129:7.5	tt1324942:7.4	
15	tt14209954:6.6	
8	tt1659453:7.6	tt1725315:7.8	tt1781244:7.5	tt1782751:7.9	
9	tt1781243:7.3	tt1781246:7.4	tt1781247:7.4	tt1781248:7.8	
10	tt5599666:7.4	tt5599680:7.3	
11	tt6583410:7.7	tt6583418:7.8	
12	tt8351528:7.6	tt8351530:7.6	
13	tt9773050:6.7	tt9773056:7.9	
