1	tt2243923:-	tt6346796:-	tt6346800:-	tt6346804:-	tt6346812:-	tt6346816:-	
2	tt3436728:-	tt3436750:-	tt3436758:-	tt3436774:-	tt3436790:-	tt3436796:-	tt3436806:-	tt3437004:-	tt3437014:-	tt3437030:-	tt3437042:-	tt3437050:-	
\N	tt5765480:-	
3	tt6346824:-	tt6346838:-	tt6346840:-	tt6346844:-	tt6346848:-	tt6346852:-	tt6346854:-	tt6346856:-	tt6346858:-	tt6346860:-	tt6346862:-	
4	tt6365008:-	tt6365010:-	tt6365016:-	tt6365022:-	tt6365028:-	tt6365032:-	tt6365038:-	
5	tt6365046:-	tt6365056:-	tt6365062:-	tt6365064:-	tt6365068:-	tt6365070:-	tt6365112:-	tt6365114:-	tt6365124:-	tt6365134:-	tt6365136:-	tt6365144:-	
6	tt6365156:-	tt6365158:-	tt6365162:-	tt6365164:-	tt6365166:-	tt6365168:-	tt6365174:-	tt6365178:-	tt6365180:-	tt6365186:-	tt6365188:-	tt6365200:-	
7	tt6365268:-	tt6365270:-	tt6365274:-	tt6365278:-	tt6365280:-	tt6365282:-	tt6365286:-	tt6365290:-	tt6365292:-	tt6365296:-	tt6365298:-	tt6365302:-	
8	tt6365304:-	tt6365310:-	tt6365312:-	tt6365314:-	tt6365316:-	tt6365318:-	tt6365320:-	tt6365322:-	tt6365324:-	tt6365326:-	tt6365330:-	tt6365338:-	
9	tt6365342:-	tt6365344:-	tt6365346:-	tt6365348:-	tt6365350:-	tt6365352:-	tt6365354:-	tt6365356:-	tt6365360:-	tt6365362:-	tt6365366:-	tt6365368:-	tt6365370:-	
10	tt6365372:-	tt6365374:-	tt6365376:-	tt6365378:-	tt6365382:-	tt6365384:-	tt6365386:-	tt6365390:-	tt6365392:-	tt6365396:-	tt6365408:-	tt6365416:-	
