1	tt1509913:-	tt1509914:-	tt1509915:-	tt1509916:-	tt1509917:-	tt1509918:-	tt1509919:-	tt1509920:-	tt1509921:-	tt1906652:-	tt1906653:-	
2	tt1879198:7.0	tt1943128:-	tt2826132:-	tt2838176:-	tt2838180:-	tt2838182:-	tt2838186:-	tt2838188:-	tt2838190:-	tt2838192:-	tt2838196:-	
