5	tt10409950:-	tt7344618:-	tt7394922:-	tt7395658:-	tt7395694:-	tt7395706:-	tt7395712:-	tt7395728:-	tt7395738:-	tt7395748:-	tt7395752:-	
1	tt2834798:-	tt2834806:-	tt2836270:-	tt2836278:-	tt2836280:-	tt2836294:-	tt2836306:-	tt2836312:-	tt2836346:-	tt2836368:-	
2	tt3842538:-	tt3842556:-	tt3842574:-	tt3842580:-	tt3842586:-	tt3843858:-	tt3858460:-	tt3858664:-	tt3858688:-	tt3858712:-	
3	tt4711784:8.6	tt4712720:-	tt4712762:-	tt4712820:-	tt4712884:-	tt4714592:-	tt4714620:-	tt4714646:-	tt4714742:-	tt4714776:-	
4	tt6140252:-	tt6226614:-	tt6226618:-	tt6226622:-	tt6233014:-	tt6233406:-	tt6233408:-	tt6233526:-	tt6233528:-	tt6233558:-	
