1	tt13449656:-	tt13464148:-	tt13464186:-	tt13464188:-	tt13464190:-	tt13464196:-	tt13464198:-	tt13464212:-	tt13550176:-	
2	tt13464216:-	tt13464218:-	tt13464222:-	tt13464228:-	tt13490758:-	tt13490760:-	tt13490766:-	
3	tt13490772:-	tt13490790:-	tt13490794:-	tt13490796:-	tt13490802:-	tt13490810:-	tt13490818:-	tt13490820:-	tt13490826:-	
4	tt13490832:-	tt13490870:-	tt13490878:-	tt13490880:-	tt13490890:-	tt13490896:-	tt13490898:-	tt13494598:-	tt13494610:-	
5	tt13494626:-	tt13497226:-	tt13497228:-	tt13497230:-	tt13497240:-	tt13497246:-	tt13497248:-	tt13497252:-	tt13497258:-	
6	tt13497264:-	tt13497284:-	tt13538954:-	tt13538960:-	tt13538966:-	tt13538970:-	tt13538972:-	tt13538982:-	tt13538986:-	
7	tt13538992:-	tt13544924:-	tt13544926:-	tt13544930:-	tt13544934:-	tt13544936:-	tt13544938:-	tt13544944:-	tt13658820:-	
8	tt13658822:-	tt13664834:-	tt13664838:-	tt13664844:-	tt13664848:-	tt13664854:-	tt13664856:-	tt13664864:-	tt13664870:-	
9	tt13664874:-	tt13664898:-	tt13664900:-	tt13664904:-	tt13664906:-	tt13664910:-	tt13664912:-	
10	tt13664916:-	
