3	tt0572708:-	tt0572709:-	tt0572712:-	tt0572713:-	tt0572714:-	tt0572728:-	tt0572733:-	tt0572735:-	
2	tt0572710:-	tt0572711:-	tt0572716:-	tt0572717:-	tt0572718:-	tt0572719:-	tt0572729:-	tt0572731:-	tt0572732:-	tt0572734:-	tt0572736:-	
1	tt0572715:-	tt0572720:-	tt0572721:-	tt0572722:-	tt0572723:-	tt0572724:-	tt0572726:-	tt0572727:-	tt0572730:-	tt0572737:-	tt0572738:-	
\N	tt0572725:-	
