1	tt12641562:-	tt12641564:-	tt12641566:-	tt12641570:-	tt12641576:-	tt12641582:-	tt12641586:-	tt12641588:-	tt12641590:-	tt12641592:-	tt12641594:-	
2	tt12641596:-	tt12641598:-	tt12641600:-	tt12641606:-	tt12641608:-	tt12641614:-	tt12641616:-	tt12641620:-	tt12641622:-	tt12641630:-	tt12641634:-	tt12641636:-	
3	tt12641638:-	tt12641642:-	tt12641644:-	tt12641648:-	tt12641650:-	tt12641656:-	tt12641658:-	tt12641660:-	tt12641662:-	tt12641666:-	
4	tt12641670:-	tt12641674:-	tt12641678:-	tt12641682:-	tt12641684:-	tt12641686:-	tt12641690:-	tt12641692:-	tt12641696:-	tt12641698:-	
5	tt12641702:-	tt12641708:-	tt12641710:-	tt12641712:-	tt12641714:-	tt12641718:-	tt12641722:-	tt12641730:-	tt12641732:-	tt12641734:-	
6	tt12641736:-	tt12641744:-	tt12641746:-	tt12641750:-	tt12641756:-	tt12641758:-	tt12641760:-	tt12641762:-	tt12641766:-	tt12641768:-	
