1	tt13829186:-	tt13829196:-	tt13829206:-	tt13829212:-	tt13829216:-	tt13829218:-	tt13829224:-	tt13829230:-	tt13829238:-	tt13829240:-	tt13829242:-	tt13829246:-	tt13829254:-	
2	tt13865472:-	tt13892578:-	tt13948596:-	tt13972838:-	tt13990530:-	tt14003610:-	tt14051134:-	tt14147256:-	tt14147278:-	tt14209282:-	tt14209330:-	tt14235794:-	tt14244652:-	tt14301130:-	
3	tt14301138:-	tt14301174:-	tt14343870:-	tt14398488:-	tt14426512:-	tt14437788:-	tt14469942:-	tt14481610:-	tt14481630:-	tt14520708:-	tt14520732:-	tt14669566:-	tt14669588:-	tt14669776:-	
