1	tt2188180:-	tt2188200:-	tt2188206:-	tt2188212:-	tt2188218:-	tt2188224:-	tt2188236:-	tt2188248:-	tt2188256:-	tt2188276:-	tt2188286:-	tt2188290:-	tt2188304:-	tt2188308:-	tt2188312:-	tt2188320:-	tt2188326:-	tt2188330:-	tt2188334:-	tt2188338:-	tt2188342:-	tt2188348:-	
2	tt2223126:-	tt2230592:-	tt2230596:-	tt2230598:-	tt2230608:-	tt2230622:-	tt2230628:-	tt2230636:-	tt2230652:-	tt2230666:-	tt2230668:-	tt2230674:-	tt2230676:-	tt2230812:-	tt2230822:-	tt2230826:-	tt2230846:-	tt2230854:-	tt2230862:-	tt2230868:-	tt2230874:-	tt2230876:-	
