11	tt11786626:8.0	tt11786630:7.9	tt11786636:9.2	tt11786640:7.8	tt11786644:7.8	
1	tt1347920:7.2	tt1347921:7.5	tt1347922:7.9	tt1347923:7.6	tt1347924:7.0	
2	tt1760038:8.0	tt1760039:7.4	tt1761708:7.1	tt1761709:7.2	tt1761710:7.2	tt1766841:6.9	tt1766842:7.2	tt1768073:7.4	tt1768074:7.8	tt1768075:6.1	
3	tt2108156:5.6	tt2108157:6.4	tt2108158:7.0	tt2108159:7.2	tt2108160:6.3	
4	tt2434962:6.9	tt2659404:7.8	tt2663762:6.5	tt2663766:7.9	tt2663768:7.6	
5	tt3138858:7.2	tt3316890:7.1	tt3316898:7.1	tt3316934:5.3	tt3316944:7.0	
6	tt4171378:7.1	tt4171384:8.4	tt4171396:7.2	tt4171416:6.9	tt4171498:6.4	
7	tt4621690:6.9	tt4811540:7.4	tt5464860:7.6	tt5468448:5.8	tt5468474:7.2	
8	tt6205628:8.2	tt6205642:8.2	tt6205652:7.2	tt6205668:7.8	tt6205686:6.4	
9	tt7964300:8.2	tt7964330:7.9	tt7964336:8.2	tt7964342:8.4	tt7964352:7.7	
10	tt9685258:6.3	tt9685270:7.5	tt9685280:8.0	tt9685290:7.5	tt9685340:7.4	
