1	tt0654938:8.6	tt0654939:9.2	tt0654940:9.0	tt0654941:7.1	tt0654942:8.1	tt0654943:8.6	tt0654944:9.1	tt0654947:8.9	tt0828873:7.9	tt0858127:8.0	tt0858128:8.0	tt0858130:9.1	tt0858134:8.3	tt0858135:9.0	tt0858136:8.6	tt0858137:9.0	tt0858142:8.6	tt0858144:8.8	tt0858149:8.2	tt0858150:8.4	tt0858151:8.6	tt0858152:8.8	
2	tt0654945:8.8	tt0654946:8.7	tt0822905:9.0	tt0858125:8.5	tt0858126:8.7	tt0858129:8.3	tt0858131:8.8	tt0858132:9.0	tt0858133:8.8	tt0858138:8.7	tt0858139:9.1	tt0858140:8.7	tt0858141:8.0	tt0858143:8.3	tt0858145:8.7	tt0858146:8.7	tt0858147:8.1	tt0858148:8.8	tt0858153:8.8	tt0858154:8.6	tt0858155:8.6	tt0858156:8.9	
