1	tt0968898:7.6	tt0968899:7.4	tt0968900:7.5	tt0968901:7.3	tt0968902:6.9	tt0969925:7.2	
2	tt1368227:6.7	tt1368228:7.1	tt1369144:7.3	tt1369145:7.1	tt1369146:7.3	tt1369147:7.5	
3	tt1574907:6.5	tt1574908:7.4	tt1574909:7.2	tt1574910:7.3	tt1574911:6.9	tt1574912:7.3	
