1	tt0619670:7.8	tt0619671:8.0	tt0619672:8.1	tt0619673:7.7	tt0825058:7.6	tt0910309:8.2	tt0973428:7.4	tt1011575:7.9	tt1023663:8.3	tt1054876:7.2	tt1054877:7.4	tt1054878:7.7	tt1054879:8.0	tt1060071:7.9	tt1060072:7.9	tt1060073:7.6	tt1060074:8.0	tt1060075:7.8	tt1060076:8.1	tt1060078:7.8	tt1060079:7.6	tt2662102:8.1	tt2662152:7.9	
2	tt0619674:8.1	tt0619675:7.7	tt0619676:8.0	tt0619677:8.2	tt0619678:8.0	tt0619679:7.9	tt0619680:8.2	tt1186914:7.9	tt1186915:7.7	tt1186916:8.2	tt1186917:8.0	tt1186918:7.7	tt1186919:7.7	tt1186920:7.7	tt1191491:7.9	tt1198467:7.8	tt1198468:7.8	tt1198469:7.7	tt1198470:7.9	tt1198471:7.8	tt2662084:7.9	tt2662088:7.9	
3	tt0619681:8.1	tt0619682:7.9	tt0619683:7.8	tt0619684:7.6	tt0619685:7.9	tt0619686:8.0	tt0619687:8.1	tt0619688:8.0	tt1201376:8.1	tt1201377:8.1	tt1201378:7.9	tt1201379:7.2	tt1201380:7.6	tt1201381:8.2	tt1201382:7.7	tt1201383:8.0	tt1201384:7.8	tt1201385:7.8	tt1201386:7.8	tt1201387:7.8	tt2661968:7.6	tt2662092:7.4	
4	tt0619689:7.9	tt0619690:8.2	tt0619691:8.1	tt0619692:8.1	tt0619693:7.9	tt0619694:7.2	tt1201388:7.9	tt1201389:8.2	tt1201390:7.8	tt1201391:7.8	tt1201392:7.9	tt1201393:7.8	tt1201394:7.8	tt1201395:7.8	tt1201396:7.9	tt1201397:7.4	tt1201398:7.8	tt1201399:7.7	tt1201400:7.8	tt1201401:8.2	tt2662098:7.3	tt2662108:7.3	
5	tt0619695:7.7	tt0619696:7.8	tt0619697:8.2	tt1201402:7.8	tt1201403:8.2	tt1201404:7.8	tt1201405:7.8	tt1201406:8.0	tt1201407:7.8	tt1201408:7.9	tt1201409:7.8	tt1201410:8.0	tt1201411:7.8	tt1201412:7.7	tt1201413:7.9	tt1201414:8.2	tt1201415:7.8	tt1201416:7.8	tt1201417:7.9	tt1201418:7.8	tt1201419:8.0	tt2661962:7.8	
6	tt11941506:-	tt14840752:-	tt14841402:-	tt14841418:-	tt14841436:-	tt14841444:-	tt14841464:-	tt14841480:-	
