9	tt11991628:-	tt12292116:-	tt12292120:-	tt12292122:-	
12	tt12292056:-	tt12292070:-	tt12292076:-	tt12292080:-	
11	tt12292086:-	tt12292088:-	tt12292090:-	tt12292092:-	
10	tt12292096:-	tt12292100:-	tt12292102:-	tt12292104:-	
1	tt1528354:-	tt1528355:-	tt1528356:-	tt1528357:-	
2	tt1669325:-	tt1669326:-	tt1706049:-	tt1706050:-	
3	tt2030702:-	tt2030703:-	tt2030704:-	tt2030705:-	
4	tt2760886:-	tt2760894:-	tt2760898:-	tt2760908:-	
5	tt3020230:-	tt3020232:-	tt3020234:-	tt3020236:-	
6	tt3815530:-	tt3815536:-	tt3822936:-	tt3822940:-	
7	tt4940978:-	tt4940984:-	tt4940988:-	tt4940990:-	
8	tt5992508:-	tt5992538:-	tt5992558:-	tt5992570:-	
