14	tt10934226:-	tt14780630:-	tt14780632:-	tt14780640:-	tt14780648:-	tt8517548:-	tt8517558:-	
4	tt1459748:-	tt1464109:-	tt1482769:-	tt1484507:-	tt1484842:-	tt1486488:-	
16	tt14780564:-	tt14852426:-	tt14852430:-	tt14852432:-	tt14852434:-	tt14852436:-	
15	tt14780570:-	tt14780576:-	tt14780580:-	tt14780588:-	tt14780596:-	tt14780602:-	tt14780606:-	tt14780612:-	
13	tt14780656:-	tt14780658:-	tt14780664:-	tt8517612:-	tt9783026:-	
12	tt14780670:-	tt14780694:-	tt14780698:-	tt14780702:-	tt14780712:-	tt14780726:-	tt14780736:-	tt7098100:-	
11	tt14780748:-	tt14780760:-	tt14780774:-	tt14780778:-	tt14780784:-	tt14780792:-	tt14780796:-	tt4594888:-	
10	tt14780804:-	tt14780808:-	tt14780810:-	tt6190690:-	tt6190706:-	tt6190918:-	tt6190944:-	tt6191044:-	
3	tt1598372:-	tt1598373:-	tt1598374:-	tt1598375:-	tt1598376:-	tt1599222:-	tt1957755:-	tt1959188:-	tt1959189:-	tt1964124:-	tt6815404:-	tt6815410:-	tt6815424:-	tt6815430:-	tt6815432:-	
5	tt1610935:-	tt1615790:-	tt1616044:-	tt1619569:-	tt1623025:-	tt1627979:-	tt1632311:-	tt1635629:-	
2	tt1724465:-	tt4037586:-	tt4037588:-	tt4037592:-	tt4037596:-	tt4037598:-	tt4037600:-	tt4037608:-	
6	tt1858289:-	tt1864097:-	tt1869085:-	tt1876107:-	tt1884103:-	tt1891564:-	
7	tt2033029:-	tt2043696:-	tt2049322:-	tt2057254:-	tt2058503:-	tt2058504:-	tt2065652:-	tt2071273:-	
1	tt2704690:-	tt4037578:-	tt4037584:-	
8	tt4019366:-	tt4019370:-	tt4019380:-	tt4019384:-	tt4019392:-	tt4019400:-	tt4019402:-	tt4019408:-	
9	tt4019422:-	tt4019428:-	tt4019436:-	tt4019454:-	tt4019458:-	tt4019462:-	tt4019468:-	tt4019478:-	tt4019492:-	tt4019510:-	tt6190590:-	tt6190624:-	tt6190638:-	tt6190660:-	
