2	tt0751806:8.8	tt0751808:8.3	tt0751815:8.5	tt0751816:8.1	tt0751817:8.3	tt0751819:8.3	tt0751823:8.0	
1	tt0751807:8.9	tt0751810:8.0	tt0751811:8.0	tt0751818:8.2	tt0751822:8.2	tt0751824:8.3	tt0751827:8.3	
3	tt0751809:8.6	tt0751812:9.2	tt0751813:8.4	tt0751814:8.2	tt0751820:8.3	tt0751821:8.8	tt0751825:9.0	tt0751826:8.2	
