2	tt0566260:7.4	tt0900496:-	tt1099387:-	tt1099388:-	tt1293682:-	tt1293683:-	tt1293685:-	tt1293687:-	
1	tt0566261:8.6	tt0900494:-	tt0900495:-	tt0900497:7.3	tt0900498:8.0	
3	tt1293681:-	tt1293684:-	tt1293686:-	tt1294233:-	tt1294234:-	tt1294235:-	tt1294236:-	tt1294237:-	tt1294238:-	tt1299759:-	tt1307582:-	tt1318471:-	tt1330754:8.0	
4	tt1311098:7.8	tt1311099:8.2	tt1311100:8.0	tt1311101:7.6	tt1311102:8.0	tt1311684:8.0	tt1311685:-	tt1311686:7.8	tt1311687:-	tt1311688:7.8	tt1312188:-	tt1312189:8.0	tt1312190:-	
12	tt1318459:-	tt1318461:-	tt1318472:-	tt1325143:-	tt1346533:-	tt1507082:-	tt1508071:-	tt1508455:-	tt1508457:-	tt1508459:-	tt1508461:-	tt1508462:-	tt1508466:-	tt1509000:-	
5	tt1318460:-	tt1318462:-	tt1318463:-	tt1318464:-	tt1318465:-	tt1318467:-	tt1318469:-	tt1325140:-	tt1325141:-	tt1325142:-	tt1325144:-	tt1325145:-	tt1325146:-	
6	tt1318466:-	tt1330755:-	tt1389404:-	tt1389405:-	tt1389406:-	tt1389407:-	tt1389408:-	tt1389409:-	tt1389410:-	tt1390436:-	tt1390438:-	tt1390614:-	tt1390615:-	
11	tt1318468:-	tt1404569:-	tt1507086:-	tt1507087:-	tt1507088:-	tt1507089:-	tt1507090:-	tt1507092:-	tt1507093:-	tt1507094:-	
7	tt1318470:-	tt1334086:-	tt1334087:-	tt1390434:-	tt1390435:-	tt1390437:-	tt1390439:-	tt1399360:-	tt1399361:-	tt1400049:-	tt1400050:-	tt1407089:-	tt1407090:-	
9	tt1348561:-	tt1411266:-	tt1498955:-	tt1505189:-	tt1505190:-	tt1505191:-	tt1505192:-	tt1505193:-	tt1505194:-	tt1505195:-	tt1507078:-	tt1507079:-	tt1507080:-	
8	tt1501496:-	tt1501497:-	tt1501498:-	tt1503029:-	tt1503269:-	tt1503270:-	tt1503271:-	tt1503272:-	tt1503274:-	tt1503275:-	tt1503276:-	tt1503277:-	tt1505188:-	
10	tt1507081:-	tt1507083:-	tt1507084:-	tt1507085:-	tt1507091:-	tt1507095:-	tt1508454:-	tt1508456:-	tt1508458:-	tt1508464:-	tt1508465:-	tt1508999:-	
