1	tt0665552:7.6	tt0665553:7.9	tt0665554:8.2	tt0665555:7.5	tt0665556:7.5	tt0665557:7.2	tt0757109:8.0	
2	tt0665558:6.9	tt0665559:6.5	tt0757110:7.0	tt0757111:6.8	tt0757112:7.1	tt0757113:7.0	
3	tt0761013:7.2	tt0762431:7.1	tt0762432:6.7	tt0762433:7.0	tt0762434:7.4	tt0762435:7.9	
