1	tt1682599:8.1	tt1688172:8.5	tt1690017:7.6	tt1694439:8.2	tt1694440:8.1	tt1694441:8.5	tt1694442:7.8	tt1694443:8.0	tt1694444:8.1	tt1694445:7.6	tt1694446:7.9	tt1694851:7.8	tt1694852:8.2	tt1722200:8.2	
2	tt1848273:8.5	tt1848274:8.4	tt1936614:7.7	tt1948929:8.1	tt1952908:8.2	tt1952909:8.4	tt1952910:8.4	tt1952911:7.7	tt1976237:7.4	tt1977457:8.3	tt1981397:8.2	tt1985600:8.2	tt1990714:8.3	
3	tt2088442:9.0	tt2161618:8.3	tt2171508:8.0	tt2174288:8.5	tt2174290:8.1	tt2174294:7.5	tt2360535:7.8	tt2360537:8.0	tt2360539:8.3	tt2367693:7.9	tt2371893:8.0	tt2399945:7.9	tt2399947:8.7	
4	tt2738068:7.8	tt2738070:8.1	tt2738072:7.4	tt2738074:7.7	tt2741436:7.7	tt2741438:7.8	tt2741446:7.5	tt2741456:7.1	tt2748148:7.3	tt2748158:8.0	tt2753364:8.9	tt2753366:8.5	tt2753368:9.1	
5	tt3257320:7.7	tt3705116:7.5	tt3716002:7.9	tt3717978:7.8	tt3717982:8.5	tt3717984:7.6	tt3717986:7.7	tt3717988:8.0	tt3717990:7.5	tt3717992:7.6	tt3718744:8.6	tt3718746:8.8	tt3718748:8.0	
6	tt5795696:7.7	tt5799574:8.1	tt5799576:7.5	tt5799584:8.2	tt5799594:8.3	tt5799606:8.2	tt5946700:7.7	tt5956124:7.4	tt5985732:7.3	tt5985734:8.5	
7	tt7061680:8.3	tt7061682:8.6	tt7061686:8.7	tt7061688:8.6	tt7061690:8.4	tt7061692:8.2	tt7061696:8.5	tt7061698:8.4	tt7061700:8.0	tt7061702:9.0	
