6	tt0847332:-	tt0951937:-	tt0951940:-	tt0951942:-	tt0951943:-	tt0951948:-	tt0951956:-	
1	tt0847333:7.0	tt0951931:7.6	tt0951933:6.8	tt0951936:7.6	tt0951947:6.3	tt0951962:6.8	
3	tt0951930:-	tt0951932:-	tt0951939:-	tt0951951:-	tt0951954:-	tt0951958:-	
5	tt0951934:-	tt0951935:-	tt0951941:-	tt0951950:-	tt0951955:-	tt0951957:-	tt0951961:-	tt0951964:-	
2	tt0951938:-	tt0951946:-	tt0951949:-	tt0951959:-	tt0951960:-	tt0951963:-	tt0951966:-	
4	tt0951944:-	tt0951945:-	tt0951952:-	tt0951953:-	tt0951965:-	tt0951967:-	
