13	tt10870012:9.3	tt10938528:9.5	tt10938530:9.3	tt10963250:9.4	tt11045414:9.5	tt11045518:9.6	tt11079344:9.6	tt11079352:9.5	tt11080062:9.5	tt11080070:9.3	
1	tt1126567:8.1	tt1126568:8.2	tt1129592:8.3	tt1129593:8.3	tt1134250:8.5	tt1150635:8.7	tt1151080:8.3	tt1151599:8.5	tt1151600:8.5	tt1151601:8.5	tt1180463:8.5	tt1185309:8.7	tt1188131:8.9	
2	tt1292925:8.6	tt1303397:8.4	tt1307618:8.5	tt1310811:8.7	tt1313969:8.5	tt1318673:8.4	tt1318674:8.6	tt1318675:8.6	tt1333352:8.7	tt1350097:8.6	tt1354305:8.5	tt1354306:8.2	tt1361041:8.6	tt1374322:8.5	tt1379397:8.7	tt1385712:8.8	tt1390638:8.7	tt1393359:9.1	
14	tt13334006:8.2	tt13819378:8.6	tt13819390:8.9	tt13916198:9.0	tt13959468:9.1	tt14096144:9.1	tt14096146:9.0	tt14096152:9.1	tt14243860:9.0	tt14243864:9.2	
3	tt1513392:8.8	tt1522495:8.4	tt1522496:8.9	tt1528428:8.7	tt1535053:8.4	tt1539385:8.5	tt1540226:8.6	tt1544282:8.7	tt1554176:8.9	tt1577332:8.7	tt1577333:9.0	tt1577334:8.7	tt1582294:8.8	tt1586074:8.7	tt1605241:8.7	tt1609313:8.6	tt1613327:8.9	tt1617380:8.9	
4	tt1720678:8.5	tt1729863:8.5	tt1734291:8.6	tt1739481:8.8	tt1743459:8.6	tt1749888:8.4	tt1761501:8.8	tt1769830:8.5	tt1782088:8.7	tt1799892:8.3	tt1806224:8.5	tt1806225:8.6	tt1814034:8.8	tt1831110:8.6	tt1842071:8.7	tt1847126:8.7	tt1852406:8.5	tt1853973:8.9	
5	tt1927397:8.7	tt1927398:8.7	tt2043141:8.5	tt2062095:8.8	tt2070148:8.6	tt2070149:8.7	tt2071791:8.7	tt2092611:8.9	tt2107087:8.7	tt2166919:8.8	tt2166921:8.8	tt2166923:8.7	tt2176457:9.0	tt2200301:8.5	tt2222279:8.8	tt2259591:8.8	tt2259593:8.6	tt2291269:9.0	
6	tt2186720:8.7	tt2340216:8.7	tt2340222:8.7	tt2394204:8.7	tt2394206:8.7	tt2394208:8.4	tt2426102:8.6	tt2445036:8.6	tt2523736:8.8	tt2538434:9.3	tt2557486:9.2	tt2580072:9.1	tt2580074:8.5	tt2582972:8.6	tt2582974:8.6	tt2582980:8.4	tt2582986:8.9	tt2582990:8.8	
7	tt2909342:8.7	tt2973104:8.6	tt2973124:8.5	tt3141674:8.5	tt3212186:8.7	tt3212192:8.6	tt3254610:8.7	tt3313758:8.6	tt3340928:8.7	tt3344324:8.9	tt3400510:9.2	tt3417916:8.7	tt3509460:8.8	tt3517800:8.5	tt3517802:9.1	tt3517804:8.6	tt3517806:8.5	tt3517812:8.8	
8	tt3669550:8.5	tt4061844:8.6	tt4061880:8.6	tt4102746:8.6	tt4119470:8.5	tt4136786:8.5	tt4161398:8.6	tt4174044:8.7	tt4174048:9.1	tt4174052:9.3	tt4269684:8.9	tt4269686:8.9	tt4269690:9.0	tt4269696:8.5	tt4269698:8.7	tt4269704:8.7	tt4269706:8.9	tt4269710:9.5	
9	tt4503086:8.8	tt5068098:8.5	tt5103938:8.9	tt5130302:8.7	tt5150794:9.2	tt5173344:8.9	tt5199200:9.0	tt5199216:8.7	tt5222652:8.5	tt5252942:8.7	tt5313796:8.6	tt5351148:8.7	tt5468734:8.6	tt5468756:8.9	tt5571500:8.4	tt5571510:8.5	tt5571516:8.8	tt5571520:9.2	
10	tt5742578:8.7	tt6082576:8.9	tt6082578:8.8	tt6082582:8.7	tt6082584:8.6	tt6082588:8.8	tt6082590:8.9	tt6107176:8.7	tt6107180:8.7	tt6108520:8.8	tt6128694:8.8	tt6137396:8.8	tt6179322:8.8	tt6179334:8.6	tt6179336:8.8	tt6179340:8.6	tt6282840:9.0	tt6282854:9.1	
11	tt7162282:8.6	tt7330416:9.2	tt7330450:8.7	tt7330464:9.0	tt7412656:8.7	tt7412664:8.8	tt7412668:8.8	tt7646070:8.8	tt7713080:8.7	tt7713082:9.1	tt7713084:8.9	tt7713086:9.2	tt7713094:8.8	tt7855648:8.5	tt7954362:8.7	tt8039672:8.6	tt8085318:9.1	tt8085324:9.4	
12	tt8408104:9.2	tt8448970:9.2	tt8451342:9.2	tt8527710:9.1	tt8679018:9.1	tt8861202:9.1	tt8861208:8.9	tt8861218:9.2	tt8861228:9.5	tt8861246:9.5	tt8861248:9.2	
