4	tt10800594:-	tt12211320:-	tt12211322:-	tt12211324:-	tt12705382:-	tt14116374:-	tt14699698:-	tt14699752:-	tt14699784:-	tt14699806:-	tt14699822:-	tt14699848:-	tt14699874:-	tt14699898:-	tt14699902:-	tt14836178:-	
5	tt12570416:-	tt12808036:-	tt12808074:-	tt12808138:-	tt12885846:-	tt12885856:-	tt12885864:-	tt12885876:-	tt14167638:-	tt14167660:-	tt14699520:-	tt14699564:-	tt14796572:-	tt14796640:-	
6	tt15010906:-	tt15010912:-	
1	tt6517268:8.6	tt6984478:8.6	tt6984482:8.8	tt7020388:8.4	tt7020398:7.4	tt7020402:8.2	tt7020404:8.6	tt7020408:8.7	tt7020410:8.4	tt7020414:-	tt7020422:8.6	
2	tt7010946:8.3	tt7010958:8.2	tt7010962:7.7	tt7010974:8.0	tt7010978:8.2	tt7155080:7.1	tt7155082:8.4	tt7155086:-	tt7155090:8.6	tt7155092:8.7	tt7155096:-	tt7155098:8.2	tt7155100:-	
3	tt7305256:8.2	tt8300056:-	tt8326210:-	tt8326212:-	tt8556306:-	tt8556308:-	tt8556310:-	tt8556312:-	tt8556316:-	tt8556320:-	tt8556322:-	tt8556326:-	tt8556328:-	
