1	tt14403516:-	tt14406958:-	tt14407000:-	tt14407010:-	tt14407018:-	tt14407028:-	tt14407034:-	tt14407048:-	tt14407058:-	tt14407068:-	tt14407076:-	
2	tt14407100:-	tt14407128:-	tt14407138:-	tt14407144:-	tt14407150:-	tt14407176:-	tt14407186:-	tt14416120:-	
3	tt14407202:-	tt14407206:-	tt14407222:-	tt14407224:-	tt14407226:-	tt14407228:-	
4	tt14407464:-	tt14407466:-	tt14407472:-	tt14407474:-	tt14407476:-	tt14407480:-	tt14407482:-	tt14407486:-	tt14407488:-	tt14407494:-	
5	tt14407496:-	tt14407548:-	tt14407558:-	tt14407570:-	tt14407584:-	tt14407596:-	tt14407602:-	tt14407614:-	tt14407620:-	tt14407624:-	
