1	tt2343123:-	tt2343125:-	tt2343127:-	tt2345147:-	tt2345159:-	tt2345161:-	tt2345173:-	tt2345179:-	tt2345183:-	tt2345185:-	tt2353165:-	tt2353167:-	tt2353169:-	
3	tt2345135:-	tt2345145:-	tt2345149:-	tt2345153:-	tt2345155:-	tt2345157:-	tt2345169:-	tt2345177:-	tt2345181:-	tt2353163:-	tt2353175:-	tt2353177:-	
2	tt2345137:-	tt2345139:-	tt2345141:-	tt2345143:-	tt2345151:-	tt2345163:-	tt2345165:-	tt2345167:-	tt2345171:-	tt2345175:-	tt2353171:-	tt2353173:-	
